ReserveStatus,SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,MeanDensity_sqm,StandardError,StandardDeviation,TotalCount,QuadratsSampled,AreaSurveyed_sqm,MeanDepth,MPA_Date,MPA_TotalCount,MPA_Mean,MPA_SD,MPA_SE,MPA_Quads,MPA_AreaSurveyed
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9013,Haliotis sorenseni,White Abalone,2014,2014-06-11,0,0,0,0,12,720,43.09,2014-06-01,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9015,Cryptochiton stelleri,Gumboot Chiton,2014,2014-06-11,0,0,0,0,12,720,43.09,2014-06-01,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-06-11,0.0014,0.0014,0.0048,1,12,720,43.09,2014-06-01,9,0.0042,0.0128,0.0021,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11003,Pycnopodia helianthoides,Sunflower Star,2014,2014-06-11,0,0,0,0,12,720,43.09,2014-06-01,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11004,Lytechinus anamesus,White Urchin,2014,2014-06-11,0,0,0,0,12,720,43.09,2014-06-01,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11011,Pisaster ochraceus,Ochre Star,2014,2014-06-11,0,0,0,0,12,720,43.09,2014-06-01,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-05-13,16.7861,3.9911,13.8256,12086,12,720,43.09,2015-06-02,12432,5.7556,11.0794,1.8466,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,5002,Tethya aurantia,Orange Puffball Sponge,2015,2015-05-13,0.2139,0.0238,0.0825,154,12,720,43.09,2015-06-02,218,0.1009,0.1148,0.0191,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6001,Stylaster californicus,California Hydrocoral,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6002,Urticina lofotensis,White Spotted Rose Anemone,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6006,Lophogorgia chilensis,Red Gorgonian,2015,2015-05-13,0.0083,0.0038,0.0133,6,12,720,43.09,2015-06-02,14,0.0065,0.0121,0.002,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6007,Muricea fruticosa,Brown Gorgonian,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,1,5e-4,0.0028,5e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6008,Muricea californica,California Golden Gorgonian,2015,2015-05-13,0.0139,0.0068,0.0234,10,12,720,43.09,2015-06-02,29,0.0134,0.0206,0.0034,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,8001,Panulirus interruptus,California Spiny Lobster,2015,2015-05-13,0.0125,0.0042,0.0144,9,12,720,43.09,2015-06-02,16,0.0074,0.0146,0.0024,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9002,Haliotis rufescens,Red Abalone,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9003,Haliotis corrugata,Pink Abalone,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9004,Haliotis fulgens,Green Abalone,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9006,Kelletia kelletii,Kellets Whelk,2015,2015-05-13,0.0028,0.0019,0.0065,2,12,720,43.09,2015-06-02,5,0.0023,0.0071,0.0012,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9009,Megathura crenulata,Giant Keyhole Limpet,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,3,0.0014,0.0047,8e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9010,Crassedoma giganteum,Rock Scallop,2015,2015-05-13,0.0222,0.0122,0.0422,16,12,720,43.09,2015-06-02,188,0.087,0.1292,0.0215,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9011,Aplysia californica,California Brown Sea Hare,2015,2015-05-13,0.0097,0.0069,0.0241,7,12,720,43.09,2015-06-02,10,0.0046,0.0152,0.0025,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9012,Haliotis assimilis,Threaded Abalone,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9013,Haliotis sorenseni,White Abalone,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9015,Cryptochiton stelleri,Gumboot Chiton,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,1,5e-4,0.0028,5e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11003,Pycnopodia helianthoides,Sunflower Star,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11004,Lytechinus anamesus,White Urchin,2015,2015-05-13,0.0125,0.0111,0.0384,9,12,720,43.09,2015-06-02,15,0.0069,0.0274,0.0046,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11011,Pisaster ochraceus,Ochre Star,2015,2015-05-13,0,0,0,0,12,720,43.09,2015-06-02,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-06-07,42.5778,3.343,11.5804,30656,12,720,43.09,2016-05-29,42287,19.5773,18.7685,3.1281,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,5002,Tethya aurantia,Orange Puffball Sponge,2016,2016-06-07,0.1667,0.0224,0.0775,120,12,720,43.09,2016-05-29,157,0.0727,0.0903,0.0151,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6001,Stylaster californicus,California Hydrocoral,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6002,Urticina lofotensis,White Spotted Rose Anemone,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6006,Lophogorgia chilensis,Red Gorgonian,2016,2016-06-07,0.0014,0.0014,0.0048,1,12,720,43.09,2016-05-29,1,5e-4,0.0028,5e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6007,Muricea fruticosa,Brown Gorgonian,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6008,Muricea californica,California Golden Gorgonian,2016,2016-06-07,0.0083,0.0032,0.0112,6,12,720,43.09,2016-05-29,28,0.013,0.0187,0.0031,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,8001,Panulirus interruptus,California Spiny Lobster,2016,2016-06-07,0.0125,0.0077,0.0267,9,12,720,43.09,2016-05-29,35,0.0162,0.0307,0.0051,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9002,Haliotis rufescens,Red Abalone,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9003,Haliotis corrugata,Pink Abalone,2016,2016-06-07,0.0042,0.0022,0.0075,3,12,720,43.09,2016-05-29,4,0.0019,0.0053,9e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9004,Haliotis fulgens,Green Abalone,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9006,Kelletia kelletii,Kellets Whelk,2016,2016-06-07,0.0028,0.0019,0.0065,2,12,720,43.09,2016-05-29,2,9e-4,0.0039,6e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9009,Megathura crenulata,Giant Keyhole Limpet,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9010,Crassedoma giganteum,Rock Scallop,2016,2016-06-07,0.0097,0.0043,0.015,7,12,720,43.09,2016-05-29,72,0.0333,0.049,0.0082,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9011,Aplysia californica,California Brown Sea Hare,2016,2016-06-07,0.0028,0.0019,0.0065,2,12,720,43.09,2016-05-29,26,0.012,0.022,0.0037,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9012,Haliotis assimilis,Threaded Abalone,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9013,Haliotis sorenseni,White Abalone,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9015,Cryptochiton stelleri,Gumboot Chiton,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,2,9e-4,0.0056,9e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11003,Pycnopodia helianthoides,Sunflower Star,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11004,Lytechinus anamesus,White Urchin,2016,2016-06-07,0.0153,0.0072,0.0251,11,12,720,43.09,2016-05-29,43,0.0199,0.0342,0.0057,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11011,Pisaster ochraceus,Ochre Star,2016,2016-06-07,0,0,0,0,12,720,43.09,2016-05-29,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-05-24,6.4472,0.9598,3.3247,4642,12,720,43.09,2017-05-19,5466,2.5306,3.4262,0.571,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,5002,Tethya aurantia,Orange Puffball Sponge,2017,2017-05-24,0.1153,0.0265,0.092,83,12,720,43.09,2017-05-19,116,0.0537,0.0803,0.0134,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6001,Stylaster californicus,California Hydrocoral,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6002,Urticina lofotensis,White Spotted Rose Anemone,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6006,Lophogorgia chilensis,Red Gorgonian,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,2,9e-4,0.0039,6e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6007,Muricea fruticosa,Brown Gorgonian,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,2,9e-4,0.0056,9e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6008,Muricea californica,California Golden Gorgonian,2017,2017-05-24,0.0194,0.005,0.0172,14,12,720,43.09,2017-05-19,32,0.0148,0.0221,0.0037,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,8001,Panulirus interruptus,California Spiny Lobster,2017,2017-05-24,0.0083,0.0048,0.0167,6,12,720,43.09,2017-05-19,31,0.0144,0.0268,0.0045,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9002,Haliotis rufescens,Red Abalone,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9003,Haliotis corrugata,Pink Abalone,2017,2017-05-24,0.0014,0.0014,0.0048,1,12,720,43.09,2017-05-19,1,5e-4,0.0028,5e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9004,Haliotis fulgens,Green Abalone,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9006,Kelletia kelletii,Kellets Whelk,2017,2017-05-24,0.0153,0.0048,0.0166,11,12,720,43.09,2017-05-19,27,0.0125,0.032,0.0053,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9009,Megathura crenulata,Giant Keyhole Limpet,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,1,5e-4,0.0028,5e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9010,Crassedoma giganteum,Rock Scallop,2017,2017-05-24,0.0222,0.0101,0.0351,16,12,720,43.09,2017-05-19,96,0.0444,0.0631,0.0105,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9011,Aplysia californica,California Brown Sea Hare,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,7,0.0032,0.0137,0.0023,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9012,Haliotis assimilis,Threaded Abalone,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9013,Haliotis sorenseni,White Abalone,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9015,Cryptochiton stelleri,Gumboot Chiton,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11003,Pycnopodia helianthoides,Sunflower Star,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11004,Lytechinus anamesus,White Urchin,2017,2017-05-24,0.2417,0.0422,0.1461,174,12,720,43.09,2017-05-19,231,0.1069,0.1409,0.0235,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11011,Pisaster ochraceus,Ochre Star,2017,2017-05-24,0,0,0,0,12,720,43.09,2017-05-19,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2018,2018-06-06,1.6556,0.1479,0.5123,1192,12,720,43.09,2018-06-06,1614,0.7472,0.8214,0.1369,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,5002,Tethya aurantia,Orange Puffball Sponge,2018,2018-06-06,0.1208,0.0204,0.0708,87,12,720,43.09,2018-06-06,127,0.0588,0.0814,0.0136,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6001,Stylaster californicus,California Hydrocoral,2018,2018-06-06,0,0,0,0,12,720,43.09,2018-06-06,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6002,Urticina lofotensis,White Spotted Rose Anemone,2018,2018-06-06,0,0,0,0,12,720,43.09,2018-06-06,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6006,Lophogorgia chilensis,Red Gorgonian,2018,2018-06-06,0.0056,0.0024,0.0082,4,12,720,43.09,2018-06-06,17,0.0079,0.0237,0.004,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6007,Muricea fruticosa,Brown Gorgonian,2018,2018-06-06,0,0,0,0,12,720,43.09,2018-06-06,1,5e-4,0.0028,5e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6008,Muricea californica,California Golden Gorgonian,2018,2018-06-06,0.0083,0.0032,0.0112,6,12,720,43.09,2018-06-06,27,0.0125,0.022,0.0037,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,8001,Panulirus interruptus,California Spiny Lobster,2018,2018-06-06,0.0194,0.0079,0.0274,14,12,720,43.09,2018-06-06,48,0.0222,0.0372,0.0062,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9002,Haliotis rufescens,Red Abalone,2018,2018-06-06,0,0,0,0,12,720,43.09,2018-06-06,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9003,Haliotis corrugata,Pink Abalone,2018,2018-06-06,0.0056,0.0031,0.0109,4,12,720,43.09,2018-06-06,4,0.0019,0.0066,0.0011,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9004,Haliotis fulgens,Green Abalone,2018,2018-06-06,0,0,0,0,12,720,43.09,2018-06-06,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9006,Kelletia kelletii,Kellets Whelk,2018,2018-06-06,0.0042,0.0042,0.0144,3,12,720,43.09,2018-06-06,15,0.0069,0.0156,0.0026,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9009,Megathura crenulata,Giant Keyhole Limpet,2018,2018-06-06,0,0,0,0,12,720,43.09,2018-06-06,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9010,Crassedoma giganteum,Rock Scallop,2018,2018-06-06,0.0403,0.0147,0.051,29,12,720,43.09,2018-06-06,105,0.0486,0.057,0.0095,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9011,Aplysia californica,California Brown Sea Hare,2018,2018-06-06,0,0,0,0,12,720,43.09,2018-06-06,7,0.0032,0.0118,0.002,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11003,Pycnopodia helianthoides,Sunflower Star,2018,2018-06-06,0,0,0,0,12,720,43.09,2018-06-06,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11004,Lytechinus anamesus,White Urchin,2018,2018-06-06,0.1819,0.0406,0.1406,131,12,720,43.09,2018-06-06,201,0.0931,0.1146,0.0191,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-07-10,0.3556,0.0883,0.3058,256,12,720,43.09,2019-07-03,539,0.2495,0.2945,0.0491,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,5002,Tethya aurantia,Orange Puffball Sponge,2019,2019-07-10,0.1333,0.028,0.0969,96,12,720,43.09,2019-07-03,125,0.0579,0.082,0.0137,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6001,Stylaster californicus,California Hydrocoral,2019,2019-07-10,0,0,0,0,12,720,43.09,2019-07-03,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6002,Urticina lofotensis,White Spotted Rose Anemone,2019,2019-07-10,0,0,0,0,12,720,43.09,2019-07-03,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6006,Lophogorgia chilensis,Red Gorgonian,2019,2019-07-10,0.1417,0.0467,0.1618,102,12,720,43.09,2019-07-03,117,0.0542,0.1122,0.0187,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6007,Muricea fruticosa,Brown Gorgonian,2019,2019-07-10,0.0056,0.0031,0.0109,4,12,720,43.09,2019-07-03,5,0.0023,0.0071,0.0012,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,6008,Muricea californica,California Golden Gorgonian,2019,2019-07-10,0.0694,0.0163,0.0563,50,12,720,43.09,2019-07-03,69,0.0319,0.045,0.0075,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,8001,Panulirus interruptus,California Spiny Lobster,2019,2019-07-10,0.0083,0.0038,0.0133,6,12,720,43.09,2019-07-03,37,0.0171,0.0283,0.0047,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9002,Haliotis rufescens,Red Abalone,2019,2019-07-10,0,0,0,0,12,720,43.09,2019-07-03,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9003,Haliotis corrugata,Pink Abalone,2019,2019-07-10,0.0069,0.0043,0.015,5,12,720,43.09,2019-07-03,5,0.0023,0.009,0.0015,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9004,Haliotis fulgens,Green Abalone,2019,2019-07-10,0,0,0,0,12,720,43.09,2019-07-03,1,5e-4,0.0028,5e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9006,Kelletia kelletii,Kellets Whelk,2019,2019-07-10,0.0028,0.0019,0.0065,2,12,720,43.09,2019-07-03,13,0.006,0.0144,0.0024,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9009,Megathura crenulata,Giant Keyhole Limpet,2019,2019-07-10,0,0,0,0,12,720,43.09,2019-07-03,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9010,Crassedoma giganteum,Rock Scallop,2019,2019-07-10,0.0792,0.0264,0.0916,57,12,720,43.09,2019-07-03,117,0.0542,0.0701,0.0117,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9011,Aplysia californica,California Brown Sea Hare,2019,2019-07-10,0,0,0,0,12,720,43.09,2019-07-03,1,5e-4,0.0028,5e-4,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11003,Pycnopodia helianthoides,Sunflower Star,2019,2019-07-10,0,0,0,0,12,720,43.09,2019-07-03,0,0,0,0,36,2160
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11004,Lytechinus anamesus,White Urchin,2019,2019-07-10,0,0,0,0,12,720,43.09,2019-07-03,2,9e-4,0.0056,9e-4,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,5002,Tethya aurantia,Orange Puffball Sponge,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,2,9e-4,0.0039,6e-4,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,6001,Stylaster californicus,California Hydrocoral,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,0,0,0,0,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,6002,Urticina lofotensis,White Spotted Rose Anemone,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,0,0,0,0,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,6006,Lophogorgia chilensis,Red Gorgonian,2005,2005-05-16,0.0028,0.0019,0.0065,2,12,720,24.82,2005-06-08,6,0.0028,0.0075,0.0012,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,6007,Muricea fruticosa,Brown Gorgonian,2005,2005-05-16,0.0014,0.0014,0.0048,1,12,720,24.82,2005-06-08,1,5e-4,0.0028,5e-4,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,6008,Muricea californica,California Golden Gorgonian,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,4,0.0019,0.0053,9e-4,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,8001,Panulirus interruptus,California Spiny Lobster,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,1,5e-4,0.0028,5e-4,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,9002,Haliotis rufescens,Red Abalone,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,0,0,0,0,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,9003,Haliotis corrugata,Pink Abalone,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,0,0,0,0,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,9004,Haliotis fulgens,Green Abalone,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,0,0,0,0,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,9006,Kelletia kelletii,Kellets Whelk,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,4,0.0019,0.0066,0.0011,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,9009,Megathura crenulata,Giant Keyhole Limpet,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,31,0.0144,0.0374,0.0062,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,9010,Crassedoma giganteum,Rock Scallop,2005,2005-05-16,0.0139,0.0045,0.0156,10,12,720,24.82,2005-06-08,27,0.0125,0.0146,0.0024,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,9011,Aplysia californica,California Brown Sea Hare,2005,2005-05-16,0.0514,0.0093,0.0321,37,12,720,24.82,2005-06-08,99,0.0458,0.0375,0.0062,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,11003,Pycnopodia helianthoides,Sunflower Star,2005,2005-05-16,0,0,0,0,12,720,24.82,2005-06-08,2,9e-4,0.0039,6e-4,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,11004,Lytechinus anamesus,White Urchin,2005,2005-05-16,0.0056,0.0031,0.0109,4,12,720,24.82,2005-06-08,8,0.0037,0.009,0.0015,36,2160
Outside,15,SB,Santa Barbara Island,AP,Arch Point,5002,Tethya aurantia,Orange Puffball Sponge,2006,2006-05-22,0,0,0,0,12,720,24.82,2006-06-21,1,5e-4,0.0028,5e-4,36,2160
