SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,AreaSurveyed_sqm,MeanDepth,IslandDate,Island_Mean_Density,IslandSD,IslandSE,IslandAreaSurveyed,IslandTotalCount,SurveyType,IslandQuads,QuadratsSampled
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-09-08,12,0.06,0.1128,0.0178,200,15.45,2008-07-31,0.104,0.1813,0.0091,2000,208,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-10-05,34,0.17,0.4542,0.0718,200,15.45,2009-08-04,0.081,0.213,0.0106,2000,162,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-10-05,30,0.15,0.3728,0.0589,200,15.45,2009-08-04,0.273,0.6852,0.0343,2000,546,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-10-05,15,0.075,0.1335,0.0211,200,15.45,2009-08-04,0.1225,0.2064,0.0103,2000,245,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-08-16,1,0.005,0.0316,0.005,200,15.45,2010-07-23,0.0815,0.1974,0.0099,2000,163,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-08-16,0,0,0,0,200,15.45,2010-07-23,0.2015,0.6246,0.0312,2000,403,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-08-16,0,0,0,0,200,15.45,2010-07-23,0.0055,0.0477,0.0024,2000,11,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-08-16,0,0,0,0,200,15.45,2010-07-23,0.281,2.3023,0.1151,2000,562,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-08-16,21,0.105,0.1501,0.0237,200,15.45,2010-07-23,0.1665,0.2464,0.0123,2000,333,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-08-19,0,0,0,0,200,15.45,2011-07-24,0.043,0.1356,0.0068,2000,86,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-08-19,0,0,0,0,200,15.45,2011-07-24,0.055,0.1681,0.0084,2000,110,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-08-19,0,0,0,0,200,15.45,2011-07-24,0.5275,2.8134,0.1407,2000,1055,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-08-19,0,0,0,0,200,15.45,2011-07-24,0.5935,2.6528,0.1326,2000,1187,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2011,2011-08-19,53,0.265,0.2455,0.0388,200,15.45,2011-07-24,0.2095,0.2661,0.0133,2000,419,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2012,2012-08-16,0,0,0,0,200,15.45,2012-07-23,0.0495,0.1323,0.0066,2000,99,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2012,2012-08-16,0,0,0,0,200,15.45,2012-07-23,0.106,0.4495,0.0225,2000,212,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2012,2012-08-16,0,0,0,0,200,15.45,2012-07-23,0.0255,0.1659,0.0083,2000,51,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2012,2012-08-16,0,0,0,0,200,15.45,2012-07-23,0.1715,0.8253,0.0413,2000,343,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2012,2012-08-16,36,0.18,0.2015,0.0319,200,15.45,2012-07-23,0.2465,0.3751,0.0188,2000,493,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11011,Pisaster ochraceus,Ochre Sea Star,2012,2012-08-16,3,0.015,0.07,0.0111,200,15.45,2012-07-23,0.0085,0.0451,0.0023,2000,17,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2013,2013-08-27,0,0,0,0,200,15.45,2013-07-30,0.0635,0.1793,0.009,2000,127,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2013,2013-08-27,0,0,0,0,200,15.45,2013-07-30,0.1185,0.3904,0.0195,2000,237,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2013,2013-08-27,0,0,0,0,200,15.45,2013-07-30,0.0045,0.0385,0.0019,2000,9,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2013,2013-08-27,0,0,0,0,200,15.45,2013-07-30,1.1095,4.871,0.2435,2000,2219,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2013,2013-08-27,17,0.085,0.1494,0.0236,200,15.45,2013-07-30,0.1815,0.3398,0.017,2000,363,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11011,Pisaster ochraceus,Ochre Sea Star,2013,2013-08-27,9,0.045,0.1061,0.0168,200,15.45,2013-07-30,0.009,0.0461,0.0023,2000,18,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2014,2014-08-26,5,0.025,0.0927,0.0147,200,15.45,2014-07-19,0.054,0.169,0.0084,2000,108,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2014,2014-08-26,120,0.6,1.5472,0.2446,200,15.45,2014-07-19,0.1195,0.5816,0.0291,2000,239,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2014,2014-08-26,0,0,0,0,200,15.45,2014-07-19,0.131,0.6176,0.0309,2000,262,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2014,2014-08-26,34,0.17,0.3884,0.0614,200,15.45,2014-07-19,0.832,5.2346,0.2617,2000,1664,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-08-26,0,0,0,0,200,15.45,2014-07-19,0.001,0.0141,7e-4,2000,2,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11011,Pisaster ochraceus,Ochre Sea Star,2014,2014-08-26,0,0,0,0,200,15.45,2014-07-19,5e-4,0.01,5e-4,2000,1,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2015,2015-09-17,15,0.075,0.1794,0.0284,200,15.45,2015-07-29,0.0555,0.1863,0.0093,2000,111,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2015,2015-09-17,94,0.47,0.7573,0.1197,200,15.45,2015-07-29,0.1145,0.3531,0.0177,2000,229,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-09-17,0,0,0,0,200,15.45,2015-07-29,0.592,2.8339,0.1417,2000,1184,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2015,2015-09-17,2724,13.62,17.586,2.7806,200,15.45,2015-07-29,5.993,18.1853,0.9093,2000,11986,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-09-17,0,0,0,0,200,15.45,2015-07-29,0.0015,0.0173,9e-4,2000,3,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11011,Pisaster ochraceus,Ochre Sea Star,2015,2015-09-17,0,0,0,0,200,15.45,2015-07-29,0,0,0,2000,0,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2016,2016-08-25,7,0.035,0.0893,0.0141,200,15.45,2016-08-14,0.0605,0.2092,0.0105,2000,121,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2016,2016-08-25,398,1.99,0.9713,0.1536,200,15.45,2016-08-14,0.2795,0.6973,0.0349,2000,559,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-08-25,9,0.045,0.1319,0.0209,200,15.45,2016-08-14,0.279,1.0395,0.052,2000,558,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2016,2016-08-25,12151,60.755,58.106,9.1874,200,15.45,2016-08-14,28.4715,62.4129,3.1206,2000,56943,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-08-25,0,0,0,0,200,15.45,2016-08-14,0,0,0,2000,0,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11011,Pisaster ochraceus,Ochre Sea Star,2016,2016-08-25,0,0,0,0,200,15.45,2016-08-14,0,0,0,2000,0,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2017,2017-08-08,91,0.455,0.3974,0.0628,200,15.45,2017-07-14,0.0965,0.2339,0.0117,2000,193,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2017,2017-08-08,181,0.905,0.9522,0.1506,200,15.45,2017-07-14,0.1855,0.4985,0.0249,2000,371,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-08-08,65,0.325,0.5334,0.0843,200,15.45,2017-07-14,0.9375,2.277,0.1139,2000,1875,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2017,2017-08-08,8318,41.59,31.2175,4.9359,200,15.45,2017-07-14,6.3825,16.3027,0.8151,2000,12765,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-08-08,0,0,0,0,200,15.45,2017-07-14,0.0045,0.0297,0.0015,2000,9,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11011,Pisaster ochraceus,Ochre Sea Star,2017,2017-08-08,0,0,0,0,200,15.45,2017-07-14,5e-4,0.01,5e-4,2000,1,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2018,2018-08-06,105,0.525,0.6804,0.1076,200,15.45,2018-07-21,0.0995,0.2871,0.0144,2000,199,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2018,2018-08-06,1171,5.855,4.3131,0.682,200,15.45,2018-07-21,0.6625,2.206,0.1103,2000,1325,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2018,2018-08-06,1,0.005,0.0316,0.005,200,15.45,2018-07-21,0.3095,1.26,0.063,2000,619,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2018,2018-08-06,2549,12.745,11.0995,1.755,200,15.45,2018-07-21,1.9465,5.3015,0.2651,2000,3893,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2018,2018-08-06,0,0,0,0,200,15.45,2018-07-21,0.0015,0.0173,9e-4,2000,3,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11011,Pisaster ochraceus,Ochre Sea Star,2018,2018-08-06,0,0,0,0,200,15.45,2018-07-21,0,0,0,2000,0,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2019,2019-06-06,87,0.435,0.4098,0.0648,200,15.45,2019-07-10,0.0715,0.2076,0.0104,2000,143,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2019,2019-06-06,81,0.405,0.4607,0.0728,200,15.45,2019-07-10,0.491,1.0521,0.0526,2000,982,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-06-06,13,0.065,0.1942,0.0307,200,15.45,2019-07-10,0.3145,0.8989,0.0449,2000,629,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2016.5,Sargassum horneri,Devil Weed (Juvenile),2019,2019-06-06,1173,5.865,7.2678,1.1491,200,15.45,2019-07-10,10.2875,25.791,1.2895,2000,20575,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2019,2019-06-06,0,0,0,0,200,15.45,2019-07-10,0.0015,0.0173,9e-4,2000,3,Five_Meter,NA,NA
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11011,Pisaster ochraceus,Ochre Sea Star,2019,2019-06-06,0,0,0,0,200,15.45,2019-07-10,0,0,0,2000,0,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),1996,1996-08-19,9,0.045,0.0846,0.0134,200,50.67,1996-08-07,0.009,0.0416,0.0029,1000,9,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),1996,1996-08-19,18,0.09,0.2073,0.0328,200,50.67,1996-08-07,0.022,0.113,0.008,1000,22,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1996,1996-08-19,4,0.02,0.0608,0.0096,200,50.67,1996-08-07,0.098,0.2242,0.0159,1000,98,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),1997,1997-08-04,8,0.04,0.1215,0.0192,200,50.67,1997-07-26,0.008,0.0561,0.004,1000,8,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),1997,1997-08-04,77,0.385,0.8381,0.1325,200,50.67,1997-07-26,0.077,0.4018,0.0284,1000,77,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1997,1997-08-04,5,0.025,0.067,0.0106,200,50.67,1997-07-26,0.061,0.1435,0.0101,1000,61,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),1998,1998-08-24,0,0,0,0,200,50.67,1998-07-27,0,0,0,1000,0,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),1998,1998-08-24,0,0,0,0,200,50.67,1998-07-27,0,0,0,1000,0,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1998,1998-08-24,0,0,0,0,200,50.67,1998-07-27,0.02,0.0695,0.0049,1000,20,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),1999,1999-07-19,0,0,0,0,200,50.67,1999-07-26,0,0,0,1000,0,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),1999,1999-07-19,0,0,0,0,200,50.67,1999-07-26,0.007,0.076,0.0054,1000,7,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1999,1999-07-19,1,0.005,0.0316,0.005,200,50.67,1999-07-26,0.032,0.095,0.0067,1000,32,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2000,2000-06-26,0,0,0,0,200,50.67,2000-07-14,0,0,0,1000,0,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2000,2000-06-26,0,0,0,0,200,50.67,2000-07-14,0.004,0.0345,0.0024,1000,4,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2000,2000-06-26,5,0.025,0.0809,0.0128,200,50.67,2000-07-14,0.037,0.0963,0.0068,1000,37,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2001,2001-06-25,0,0,0,0,200,50.67,2001-07-11,0,0,0,1000,0,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2001,2001-06-25,0,0,0,0,200,50.67,2001-07-11,0.008,0.0561,0.004,1000,8,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2001,2001-06-25,8,0.04,0.0928,0.0147,200,50.67,2001-07-11,0.131,0.1981,0.014,1000,131,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2002,2002-07-08,0,0,0,0,200,50.67,2002-07-27,0,0,0,1000,0,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2002,2002-07-08,0,0,0,0,200,50.67,2002-07-27,0.638,1.3876,0.0981,1000,638,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2002,2002-07-08,13,0.065,0.1231,0.0195,200,50.67,2002-07-27,0.241,0.3879,0.0274,1000,241,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2003,2003-08-04,4,0.02,0.0758,0.012,200,50.67,2003-07-30,0.061,0.1594,0.0113,1000,61,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2003,2003-08-04,475,2.375,1.2691,0.2007,200,50.67,2003-07-30,0.512,1.1025,0.078,1000,512,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2003,2003-08-04,15,0.075,0.1256,0.0199,200,50.67,2003-07-30,0.208,0.3275,0.0232,1000,208,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2004,2004-07-12,32,0.16,0.2274,0.0359,200,50.67,2004-07-17,0.057,0.1451,0.0103,1000,57,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2004,2004-07-12,106,0.53,0.431,0.0681,200,50.67,2004-07-17,0.188,0.4013,0.0284,1000,188,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2004,2004-07-12,11,0.055,0.1431,0.0226,200,50.67,2004-07-17,0.21,0.3124,0.0221,1000,210,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2005,2005-08-22,77,0.385,0.3278,0.0518,200,50.67,2005-08-07,0.061,0.1782,0.0089,2000,122,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2005,2005-08-22,3,0.015,0.07,0.0111,200,50.67,2005-08-07,0.0225,0.1001,0.005,2000,45,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-08-22,3,0.015,0.0533,0.0084,200,50.67,2005-08-07,0.092,0.2011,0.0101,2000,184,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-08-21,6,0.03,0.0723,0.0114,200,50.67,2006-07-20,0.0215,0.0993,0.005,2000,43,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2006,2006-08-21,4,0.02,0.0608,0.0096,200,50.67,2006-07-20,0.0045,0.0329,0.0016,2000,9,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-08-21,7,0.035,0.0893,0.0141,200,50.67,2006-07-20,0.106,0.209,0.0104,2000,212,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2007,2007-06-18,52,0.26,0.2228,0.0352,200,50.67,2007-07-31,0.058,0.17,0.0085,2000,116,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2007,2007-06-18,75,0.375,0.5148,0.0814,200,50.67,2007-07-31,0.089,0.3642,0.0182,2000,178,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-06-18,3,0.015,0.07,0.0111,200,50.67,2007-07-31,0.099,0.1889,0.0094,2000,198,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2008,2008-09-29,26,0.13,0.2151,0.034,200,50.67,2008-07-31,0.0535,0.1603,0.008,2000,107,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2008,2008-09-29,4,0.02,0.0608,0.0096,200,50.67,2008-07-31,0.08,0.2705,0.0135,2000,160,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-09-29,5,0.025,0.0809,0.0128,200,50.67,2008-07-31,0.104,0.1813,0.0091,2000,208,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-10-05,9,0.045,0.1239,0.0196,200,50.67,2009-08-04,0.081,0.213,0.0106,2000,162,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-10-05,60,0.3,0.3679,0.0582,200,50.67,2009-08-04,0.273,0.6852,0.0343,2000,546,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-10-05,3,0.015,0.07,0.0111,200,50.67,2009-08-04,0.1225,0.2064,0.0103,2000,245,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-07-12,22,0.11,0.163,0.0258,200,50.67,2010-07-23,0.0815,0.1974,0.0099,2000,163,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-07-12,133,0.665,0.5736,0.0907,200,50.67,2010-07-23,0.2015,0.6246,0.0312,2000,403,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-07-12,0,0,0,0,200,50.67,2010-07-23,0.0055,0.0477,0.0024,2000,11,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-07-12,0,0,0,0,200,50.67,2010-07-23,0.281,2.3023,0.1151,2000,562,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-07-12,12,0.06,0.1128,0.0178,200,50.67,2010-07-23,0.1665,0.2464,0.0123,2000,333,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-08-29,0,0,0,0,200,50.67,2011-07-24,0.043,0.1356,0.0068,2000,86,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-08-29,5,0.025,0.067,0.0106,200,50.67,2011-07-24,0.055,0.1681,0.0084,2000,110,Five_Meter,NA,NA
10,SC,Santa Cruz Island,YB,Yellow Banks,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-08-29,0,0,0,0,200,50.67,2011-07-24,0.5275,2.8134,0.1407,2000,1055,Five_Meter,NA,NA
