SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,QuadratsSampled,AreaSurveyed_sqm,MeanDepth,IslandDate,Island_Mean_Density,IslandSD,IslandSE,IslandQuads,IslandAreaSurveyed,IslandTotalCount,SurveyType
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1984,1984-06-26,0,0,0,0,10,600,33.18,1984-08-11,8e-4,0.0046,8e-4,30,1800,1,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,1984,1984-06-26,1,0.0025,0.0079,0.0025,10,600,33.18,1984-08-11,0.2683,0.5811,0.1061,30,1800,322,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1985,1985-08-05,49,0.0681,0.051,0.0147,12,720,33.18,1985-08-12,0.0713,0.0506,0.0084,36,2160,154,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,1985,1985-08-05,0,0,0,0,12,720,33.18,1985-08-12,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,1985,1985-08-05,12,0.0167,0.0256,0.0074,12,720,33.18,1985-08-12,0.0523,0.0736,0.0123,36,2160,113,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,1985,1985-08-05,52,0.0722,0.074,0.0214,12,720,33.18,1985-08-12,0.1389,0.2245,0.0374,36,2160,300,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,1985,1985-08-05,0,0,0,0,12,720,33.18,1985-08-12,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,1985,1985-08-05,0,0,0,0,12,720,33.18,1985-08-12,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1985,1985-08-05,26,0.0361,0.0631,0.0182,12,720,33.18,1985-08-12,0.0356,0.0652,0.0109,36,2160,77,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,1985,1985-08-05,3,0.0042,0.0104,0.003,12,720,33.18,1985-08-12,0.0014,0.0061,0.001,36,2160,3,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,1985,1985-08-05,0,0,0,0,12,720,33.18,1985-08-12,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,1985,1985-08-05,4,0.0056,0.0082,0.0024,12,720,33.18,1985-08-12,0.0481,0.0896,0.0149,36,2160,104,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,1985,1985-08-05,32,0.0444,0.0351,0.0101,12,720,33.18,1985-08-12,0.0347,0.0439,0.0073,36,2160,75,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,1985,1985-08-05,7,0.0097,0.0111,0.0032,12,720,33.18,1985-08-12,0.0102,0.0145,0.0024,36,2160,22,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,1985,1985-08-05,13,0.0181,0.0181,0.0052,12,720,33.18,1985-08-12,0.0093,0.0157,0.0026,36,2160,20,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1985,1985-08-05,0,0,0,0,12,720,33.18,1985-08-12,0.0023,0.0058,0.001,36,2160,5,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,1985,1985-08-05,344,0.4778,0.4258,0.1229,12,720,33.18,1985-08-12,0.6463,0.8704,0.1451,36,2160,1396,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1986,1986-07-29,23,0.0319,0.0219,0.0063,12,720,33.18,1986-07-28,0.05,0.0485,0.0081,36,2160,108,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,1986,1986-07-29,0,0,0,0,12,720,33.18,1986-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,1986,1986-07-29,4,0.0056,0.0082,0.0024,12,720,33.18,1986-07-28,0.0444,0.0476,0.0079,36,2160,96,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,1986,1986-07-29,48,0.0667,0.0674,0.0195,12,720,33.18,1986-07-28,0.1583,0.2294,0.0382,36,2160,342,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,1986,1986-07-29,0,0,0,0,12,720,33.18,1986-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,1986,1986-07-29,0,0,0,0,12,720,33.18,1986-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1986,1986-07-29,8,0.0111,0.0164,0.0047,12,720,33.18,1986-07-28,0.0185,0.0316,0.0053,36,2160,40,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,1986,1986-07-29,2,0.0028,0.0065,0.0019,12,720,33.18,1986-07-28,0.0014,0.0047,8e-4,36,2160,3,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,1986,1986-07-29,0,0,0,0,12,720,33.18,1986-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,1986,1986-07-29,4,0.0056,0.0109,0.0031,12,720,33.18,1986-07-28,0.0296,0.0456,0.0076,36,2160,64,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,1986,1986-07-29,44,0.0611,0.0434,0.0125,12,720,33.18,1986-07-28,0.0463,0.0407,0.0068,36,2160,100,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,1986,1986-07-29,10,0.0139,0.0199,0.0057,12,720,33.18,1986-07-28,0.013,0.0219,0.0036,36,2160,28,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,1986,1986-07-29,6,0.0083,0.0133,0.0038,12,720,33.18,1986-07-28,0.0028,0.0085,0.0014,36,2160,6,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1986,1986-07-29,2,0.0028,0.0065,0.0019,12,720,33.18,1986-07-28,0.0046,0.0076,0.0013,36,2160,10,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,1986,1986-07-29,95,0.1319,0.0839,0.0242,12,720,33.18,1986-07-28,1.0005,1.4641,0.244,36,2160,2161,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1987,1987-08-26,5,0.0069,0.0132,0.0038,12,720,33.18,1987-08-21,0.05,0.0549,0.0092,36,2160,108,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,1987,1987-08-26,0,0,0,0,12,720,33.18,1987-08-21,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,1987,1987-08-26,4,0.0056,0.0082,0.0024,12,720,33.18,1987-08-21,0.044,0.0433,0.0072,36,2160,95,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,1987,1987-08-26,33,0.0458,0.0456,0.0132,12,720,33.18,1987-08-21,0.1264,0.1647,0.0275,36,2160,273,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,1987,1987-08-26,0,0,0,0,12,720,33.18,1987-08-21,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,1987,1987-08-26,0,0,0,0,12,720,33.18,1987-08-21,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1987,1987-08-26,6,0.0083,0.0112,0.0032,12,720,33.18,1987-08-21,0.0046,0.011,0.0018,36,2160,10,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,1987,1987-08-26,0,0,0,0,12,720,33.18,1987-08-21,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,1987,1987-08-26,0,0,0,0,12,720,33.18,1987-08-21,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,1987,1987-08-26,13,0.0181,0.0166,0.0048,12,720,33.18,1987-08-21,0.0255,0.031,0.0052,36,2160,55,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,1987,1987-08-26,31,0.0431,0.0261,0.0075,12,720,33.18,1987-08-21,0.044,0.0545,0.0091,36,2160,95,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,1987,1987-08-26,4,0.0056,0.013,0.0037,12,720,33.18,1987-08-21,0.0144,0.0215,0.0036,36,2160,31,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,1987,1987-08-26,7,0.0097,0.0111,0.0032,12,720,33.18,1987-08-21,0.0051,0.0087,0.0015,36,2160,11,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1987,1987-08-26,50,0.0694,0.0948,0.0274,12,720,33.18,1987-08-21,0.094,0.071,0.0118,36,2160,203,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,1987,1987-08-26,22,0.0306,0.0465,0.0134,12,720,33.18,1987-08-21,0.1282,0.2306,0.0384,36,2160,277,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1988,1988-08-17,11,0.0153,0.0194,0.0056,12,720,33.18,1988-08-28,0.056,0.0551,0.0092,36,2160,121,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,1988,1988-08-17,0,0,0,0,12,720,33.18,1988-08-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,1988,1988-08-17,6,0.0083,0.0112,0.0032,12,720,33.18,1988-08-28,0.0324,0.0284,0.0047,36,2160,70,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,1988,1988-08-17,9,0.0125,0.0226,0.0065,12,720,33.18,1988-08-28,0.062,0.0859,0.0143,36,2160,134,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,1988,1988-08-17,0,0,0,0,12,720,33.18,1988-08-28,0.0014,0.0047,8e-4,36,2160,3,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,1988,1988-08-17,0,0,0,0,12,720,33.18,1988-08-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1988,1988-08-17,1,0.0014,0.0048,0.0014,12,720,33.18,1988-08-28,0.0014,0.0047,8e-4,36,2160,3,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,1988,1988-08-17,0,0,0,0,12,720,33.18,1988-08-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,1988,1988-08-17,0,0,0,0,12,720,33.18,1988-08-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,1988,1988-08-17,8,0.0111,0.0164,0.0047,12,720,33.18,1988-08-28,0.0074,0.0141,0.0023,36,2160,16,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,1988,1988-08-17,22,0.0306,0.0324,0.0094,12,720,33.18,1988-08-28,0.025,0.028,0.0047,36,2160,54,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,1988,1988-08-17,1,0.0014,0.0048,0.0014,12,720,33.18,1988-08-28,0.0056,0.0183,0.003,36,2160,12,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,1988,1988-08-17,4,0.0056,0.0148,0.0043,12,720,33.18,1988-08-28,0.0204,0.0621,0.0104,36,2160,44,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1988,1988-08-17,104,0.1444,0.0621,0.0179,12,720,33.18,1988-08-28,0.1301,0.0628,0.0105,36,2160,281,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,1988,1988-08-17,0,0,0,0,12,720,33.18,1988-08-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1989,1989-09-12,17,0.0236,0.0219,0.0063,12,720,33.18,1989-08-10,0.0546,0.0415,0.0069,36,2160,118,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,1989,1989-09-12,0,0,0,0,12,720,33.18,1989-08-10,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,1989,1989-09-12,12,0.0167,0.0159,0.0046,12,720,33.18,1989-08-10,0.0528,0.0465,0.0078,36,2160,114,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,1989,1989-09-12,3,0.0042,0.0104,0.003,12,720,33.18,1989-08-10,0.0889,0.1436,0.0239,36,2160,192,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,1989,1989-09-12,0,0,0,0,12,720,33.18,1989-08-10,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,1989,1989-09-12,0,0,0,0,12,720,33.18,1989-08-10,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1989,1989-09-12,0,0,0,0,12,720,33.18,1989-08-10,9e-4,0.0039,6e-4,36,2160,2,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,1989,1989-09-12,1,0.0014,0.0048,0.0014,12,720,33.18,1989-08-10,5e-4,0.0028,5e-4,36,2160,1,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,1989,1989-09-12,0,0,0,0,12,720,33.18,1989-08-10,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,1989,1989-09-12,8,0.0111,0.0228,0.0066,12,720,33.18,1989-08-10,0.0181,0.0265,0.0044,36,2160,39,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,1989,1989-09-12,8,0.0111,0.0109,0.0031,12,720,33.18,1989-08-10,0.0181,0.0247,0.0041,36,2160,39,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,1989,1989-09-12,6,0.0083,0.0167,0.0048,12,720,33.18,1989-08-10,0.0069,0.0146,0.0024,36,2160,15,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,1989,1989-09-12,1,0.0014,0.0048,0.0014,12,720,33.18,1989-08-10,5e-4,0.0028,5e-4,36,2160,1,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1989,1989-09-12,71,0.0986,0.0468,0.0135,12,720,33.18,1989-08-10,0.1625,0.1213,0.0202,36,2160,351,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,1989,1989-09-12,0,0,0,0,12,720,33.18,1989-08-10,0.0019,0.0087,0.0015,36,2160,4,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1990,1990-08-07,13,0.0181,0.0241,0.0069,12,720,33.18,1990-07-28,0.0782,0.0754,0.0126,36,2160,169,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,1990,1990-08-07,0,0,0,0,12,720,33.18,1990-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,1990,1990-08-07,11,0.0153,0.0207,0.006,12,720,33.18,1990-07-28,0.0398,0.0542,0.009,36,2160,86,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,1990,1990-08-07,2,0.0028,0.0065,0.0019,12,720,33.18,1990-07-28,0.0657,0.0993,0.0165,36,2160,142,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,1990,1990-08-07,0,0,0,0,12,720,33.18,1990-07-28,5e-4,0.0028,5e-4,36,2160,1,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,1990,1990-08-07,0,0,0,0,12,720,33.18,1990-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1990,1990-08-07,6,0.0083,0.0241,0.007,12,720,33.18,1990-07-28,0.0037,0.0144,0.0024,36,2160,8,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,1990,1990-08-07,0,0,0,0,12,720,33.18,1990-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,1990,1990-08-07,0,0,0,0,12,720,33.18,1990-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,1990,1990-08-07,1,0.0014,0.0048,0.0014,12,720,33.18,1990-07-28,0.0037,0.0081,0.0013,36,2160,8,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,1990,1990-08-07,14,0.0194,0.0186,0.0054,12,720,33.18,1990-07-28,0.0111,0.0138,0.0023,36,2160,24,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,1990,1990-08-07,11,0.0153,0.0207,0.006,12,720,33.18,1990-07-28,0.0097,0.018,0.003,36,2160,21,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,1990,1990-08-07,0,0,0,0,12,720,33.18,1990-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1990,1990-08-07,187,0.2597,0.1086,0.0313,12,720,33.18,1990-07-28,0.2213,0.1616,0.0269,36,2160,478,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,1990,1990-08-07,0,0,0,0,12,720,33.18,1990-07-28,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1991,1991-08-05,20,0.0278,0.0304,0.0088,12,720,33.18,1991-07-27,0.0736,0.0532,0.0089,36,2160,159,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,1991,1991-08-05,0,0,0,0,12,720,33.18,1991-07-27,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,1991,1991-08-05,2,0.0028,0.0065,0.0019,12,720,33.18,1991-07-27,0.0403,0.0437,0.0073,36,2160,87,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,1991,1991-08-05,3,0.0042,0.0104,0.003,12,720,33.18,1991-07-27,0.063,0.1022,0.017,36,2160,136,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,1991,1991-08-05,0,0,0,0,12,720,33.18,1991-07-27,5e-4,0.0028,5e-4,36,2160,1,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6008,Muricea californica,California Golden Gorgonian,1991,1991-08-05,0,0,0,0,12,720,33.18,1991-07-27,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,1991,1991-08-05,0,0,0,0,12,720,33.18,1991-07-27,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1991,1991-08-05,6,0.0083,0.0289,0.0083,12,720,33.18,1991-07-27,0.0069,0.0244,0.0041,36,2160,15,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,1991,1991-08-05,0,0,0,0,12,720,33.18,1991-07-27,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,1991,1991-08-05,0,0,0,0,12,720,33.18,1991-07-27,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,1991,1991-08-05,4,0.0056,0.0148,0.0043,12,720,33.18,1991-07-27,0.0037,0.0098,0.0016,36,2160,8,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,1991,1991-08-05,6,0.0083,0.0112,0.0032,12,720,33.18,1991-07-27,0.0069,0.0101,0.0017,36,2160,15,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,1991,1991-08-05,18,0.025,0.0251,0.0073,12,720,33.18,1991-07-27,0.0227,0.0317,0.0053,36,2160,49,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,1991,1991-08-05,0,0,0,0,12,720,33.18,1991-07-27,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1991,1991-08-05,42,0.0583,0.0386,0.0111,12,720,33.18,1991-07-27,0.0935,0.0713,0.0119,36,2160,202,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,1991,1991-08-05,0,0,0,0,12,720,33.18,1991-07-27,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1992,1992-07-15,37,0.0514,0.0351,0.0101,12,720,33.18,1992-07-18,0.1069,0.074,0.0123,36,2160,231,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,1992,1992-07-15,0,0,0,0,12,720,33.18,1992-07-18,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,1992,1992-07-15,5,0.0069,0.0111,0.0032,12,720,33.18,1992-07-18,0.0616,0.0671,0.0112,36,2160,133,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,1992,1992-07-15,2,0.0028,0.0065,0.0019,12,720,33.18,1992-07-18,0.0694,0.1184,0.0197,36,2160,150,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,1992,1992-07-15,0,0,0,0,12,720,33.18,1992-07-18,0.0014,0.0061,0.001,36,2160,3,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6008,Muricea californica,California Golden Gorgonian,1992,1992-07-15,0,0,0,0,12,720,33.18,1992-07-18,5e-4,0.0028,5e-4,36,2160,1,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,1992,1992-07-15,0,0,0,0,12,720,33.18,1992-07-18,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1992,1992-07-15,7,0.0097,0.0337,0.0097,12,720,33.18,1992-07-18,0.0079,0.0216,0.0036,36,2160,17,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,1992,1992-07-15,0,0,0,0,12,720,33.18,1992-07-18,5e-4,0.0028,5e-4,36,2160,1,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,1992,1992-07-15,0,0,0,0,12,720,33.18,1992-07-18,0,0,0,36,2160,0,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,1992,1992-07-15,2,0.0028,0.0096,0.0028,12,720,33.18,1992-07-18,0.0074,0.0135,0.0022,36,2160,16,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,1992,1992-07-15,12,0.0167,0.0123,0.0036,12,720,33.18,1992-07-18,0.0162,0.0216,0.0036,36,2160,35,Bands
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,1992,1992-07-15,4,0.0056,0.0148,0.0043,12,720,33.18,1992-07-18,0.0153,0.0291,0.0049,36,2160,33,Bands
