IslandCode,IslandName,Species,ScientificName,CommonName,SurveyYear,MeanSize,TotalCount,StandardError,StandardDeviation
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1996,61.8674,362,1,27.1399
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1996,36.6667,192,1,11.6571
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1997,50.4008,252,1,19.0104
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1997,151.36,25,8,39.4408
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1997,56.7822,225,1,13.9256
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1997,81.8782,197,2,21.4404
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1997,157.027,37,8,50.1168
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1997,52.9591,416,1,29.2344
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1997,31.6407,270,1,10.948
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1998,53.4302,86,2,21.4216
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1998,167.4,15,6,24.968
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1998,51.1321,159,1,13.9162
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1998,92.259,139,2,24.2551
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1998,57.8412,403,1,23.833
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1998,29.1094,512,0,8.767
SR,Santa Rosa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1998,137.5556,45,5,34.5198
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1999,160.2632,19,15,66.7348
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1999,49.2308,169,1,16.7907
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1999,96.183,235,2,26.5992
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1999,197.5217,23,11,52.364
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1999,46.8179,560,1,23.8312
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1999,32.3466,554,0,11.2019
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2000,57.6954,174,1,18.1342
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2000,192.3333,36,3,20.3877
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2000,109.9556,45,4,28.5657
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2000,55.1613,155,1,16.8687
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2000,87.0714,182,2,30.082
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2000,110.9385,130,6,71.7378
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2000,48.9149,517,1,20.3964
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2000,27.1353,680,0,11.2859
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2001,63.5581,172,1,17.3381
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2001,51.7419,155,1,17.4199
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2001,72.655,200,2,24.8963
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2001,124.8115,244,3,46.9949
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2001,55.0688,640,1,20.5175
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2001,35.8336,601,0,10.3801
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2002,74.6949,59,3,21.2662
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2002,80.5714,7,28,73.1935
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2002,107,4,4,8.756
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2002,66.0889,180,1,12.3792
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2002,68.8047,169,2,22.9959
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2002,118.5652,207,3,43.1895
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2002,56.2989,639,1,22.075
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2002,36.971,138,1,11.3658
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2003,74.8266,173,1,19.4904
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2003,110.25,8,28,78.0673
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2003,107.3571,14,7,25.6653
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2003,57.7208,197,1,18.2245
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2003,72.2628,156,2,29.3511
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2003,126.3835,133,5,54.7967
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2003,66.8393,647,1,19.1952
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2004,73.4977,217,1,19.8091
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2004,95.3684,19,11,49.9102
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2004,100.8125,16,2,9.3824
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2004,63.3246,191,1,16.7105
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2004,75.5825,206,2,26.4501
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2004,142.0833,216,3,50.1027
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2004,74.007,714,1,22.0929
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2004,29.0282,284,1,10.0321
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2005,72.2709,347,1,27.0666
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2005,154.4762,126,5,51.7344
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2005,62.1942,103,3,25.5186
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2005,63.1226,473,1,15.4469
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2005,84.5386,427,1,30.4888
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2005,155.3209,349,3,48.6818
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2005,77.0185,1569,1,28.6788
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2005,35.5684,621,1,12.6139
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2006,78.4331,441,1,24.1163
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2006,167.4204,157,3,42.7586
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2006,108.1446,83,2,20.4517
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2006,70.4757,103,3,27.0457
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2006,59.7886,596,1,14.6585
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2006,81.7507,365,1,25.838
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2006,132.5455,352,3,47.4129
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2006,71.4969,1467,1,30.5634
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2006,34.6996,749,0,12.7705
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2007,72.198,510,1,24.872
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2007,171.4,160,3,34.8929
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2007,107.6887,106,2,20.0368
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2007,98.6098,41,2,15.8444
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2007,64.8947,57,4,28.3604
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2007,56.9439,481,1,14.7611
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2007,78.6339,478,1,26.5222
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2007,112.7915,235,3,49.5515
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2007,68.486,1432,1,34.3383
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2007,30.4906,854,0,11.9944
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2008,74.2104,480,1,24.5629
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2008,173.5521,163,3,34.3894
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2008,105.5165,91,1,13.8262
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2008,133.5,6,3,7.791
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2008,100.7037,81,1,11.7808
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2008,60.0714,126,2,25.803
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2008,64.0948,464,1,13.826
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2008,86.1504,399,2,30.6152
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2008,128.641,156,4,53.1943
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2008,70.7059,1411,1,33.8045
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2008,34.2398,1280,0,13.0231
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2009,71.5956,413,1,21.654
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2009,179.6332,199,2,30.5105
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2009,97.1538,91,3,24.2377
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2009,124.3333,9,6,16.7033
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2009,102.3793,116,2,18.0433
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2009,64.4111,90,3,26.3707
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2009,60.2668,446,1,13.5213
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2009,88.2695,397,1,28.8363
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2009,128.6263,198,4,54.9922
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2009,68.3961,1525,1,32.5329
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2009,35.8207,1601,0,13.229
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2010,78.6537,436,1,24.52
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2010,182.6986,209,2,32.0551
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2010,106.4658,73,2,13.0129
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2010,131.1,10,2,6.7239
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2010,95.2824,131,1,14.8092
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2010,67.7768,112,3,27.0637
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2010,59.4392,444,1,14.3599
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2010,96.875,440,1,28.5628
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2010,130.4805,256,3,54.0512
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2010,63.525,1697,1,30.8509
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2010,33.5117,1407,0,12.7916
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2011,77.9157,451,1,24.2903
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2011,183.924,263,2,32.5931
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2011,99.4386,171,1,15.0145
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2011,75.609,133,2,27.7158
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2011,60.0745,443,1,13.9179
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2011,101.1339,433,1,26.6322
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2011,145.4826,288,4,60.8157
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2011,65.9891,1558,1,31.2142
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2011,36.02,1352,0,13.6488
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2012,79.4898,443,1,24.5166
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2012,181.6404,228,2,37.2554
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2012,95.4677,62,3,24.2079
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2012,122.4444,9,7,21.7204
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2012,94.1389,144,1,15.2685
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2012,64.8218,101,2,23.6213
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2012,58.4943,437,1,15.8523
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2012,91.5059,421,2,31.5273
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2012,131.6637,336,3,61.3711
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2012,63.5728,1580,1,31.9603
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2012,39.0979,1318,0,12.5945
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2013,79.6383,459,1,23.0783
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2013,186.098,245,2,33.9389
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2013,117.9231,13,6,21.9107
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2013,96.6596,188,1,15.7379
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2013,71.0081,123,3,28.4745
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2013,57.2505,459,1,14.0869
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2013,91.2271,502,1,27.1267
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,2013,152.7689,411,3,64.1446
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2013,62.902,1541,1,29.5693
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2013,34.3709,1456,0,14.7672
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2014,74.2079,505,1,24.3532
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2014,184.9788,330,2,42.6725
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2014,92.5333,15,15,57.0236
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2014,93.2013,149,1,17.5087
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2014,56.1117,358,1,22.9753
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2014,59.3949,428,1,13.4412
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2014,88.5102,49,4,29.4768
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2014,61.4204,1501,1,31.3764
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2014,27.1879,1538,0,12.117
SR,Santa Rosa Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2015,11.8821,814,0,10.3506
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2015,66.833,503,1,22.1844
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2015,169.5434,449,3,54.4039
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2015,97.8625,80,3,23.5827
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2015,90.4737,38,7,45.4002
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2015,85.3211,190,1,15.3556
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2015,52.8869,442,1,17.1496
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2015,52.967,455,1,15.2034
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2015,78.5714,42,6,37.7412
SR,Santa Rosa Island,11004,Lytechinus anamesus,White Urchin,2015,21.5919,397,0,5.0226
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2015,56.523,1589,1,31.5611
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2015,28.6192,1699,0,12.5713
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2016,69.0808,495,1,24.9158
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2016,179.1108,325,2,39.3077
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2016,73.5595,252,2,32.9314
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2016,41.3491,275,1,23.1104
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2016,80.9596,272,1,17.2963
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2016,57.9519,520,1,16.712
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2016,46.4897,484,1,19.4817
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2016,84.6346,52,5,39.6242
SR,Santa Rosa Island,11004,Lytechinus anamesus,White Urchin,2016,22.6401,314,0,5.0151
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2016,58.1376,1483,1,29.9998
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2016,31.427,1602,0,11.9612
SR,Santa Rosa Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2017,6.9616,573,0,8.2461
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2017,68.8834,429,1,24.6276
SR,Santa Rosa Island,6006,Lophogorgia chilensis,Red Gorgonian,2017,26.3953,43,2,13.8635
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2017,85.0663,196,2,29.941
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2017,41.9344,366,1,14.1447
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2017,74.3155,317,1,17.6666
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2017,58.0238,631,1,16.4061
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2017,52.6756,373,1,18.2976
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2017,100.1795,78,3,26.2197
SR,Santa Rosa Island,11004,Lytechinus anamesus,White Urchin,2017,18.3387,803,0,6.2753
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2017,53.5216,1597,1,29.6198
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2017,24.3994,1655,0,13.5209
SR,Santa Rosa Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2018,11.6226,477,1,11.8924
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2018,65.4303,402,1,25.4209
SR,Santa Rosa Island,6006,Lophogorgia chilensis,Red Gorgonian,2018,33,40,3,16.8553
SR,Santa Rosa Island,6008,Muricea californica,California Golden Gorgonian,2018,67,3,27,45.9674
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2018,84.3439,221,2,27.4019
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2018,48.6262,511,1,15.5469
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2018,73.9639,277,1,17.912
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2018,62.5639,548,1,20.3957
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2018,52.3853,558,1,17.4542
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2018,127.551,49,6,40.4671
SR,Santa Rosa Island,11004,Lytechinus anamesus,White Urchin,2018,19.6912,719,0,5.9461
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2018,46.2328,1598,1,27.155
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2018,22.4921,1900,0,11.6961
SR,Santa Rosa Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2019,8.5643,599,0,8.5108
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,2019,66.9025,277,1,22.8995
SR,Santa Rosa Island,6006,Lophogorgia chilensis,Red Gorgonian,2019,21.0656,61,2,17.0214
SR,Santa Rosa Island,6008,Muricea californica,California Golden Gorgonian,2019,67,2,33,46.669
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2019,85.1688,77,4,31.0756
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,2019,60.8878,303,1,14.5875
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2019,77.5796,157,1,17.3087
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2019,70.1605,299,1,18.9248
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,2019,62.6513,304,1,15.7376
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2019,149.08,25,10,51.8941
SR,Santa Rosa Island,11004,Lytechinus anamesus,White Urchin,2019,22.1498,434,0,4.8405
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2019,56.1506,1248,1,28.4775
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2019,23.9734,1427,0,11.9347
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1986,125.2143,14,27,101.0203
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1987,79.6667,3,29,50.5206
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1994,55.8182,22,3,15.2367
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1995,89.3333,6,8,18.694
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1996,63.3333,3,18,30.6159
SR,Santa Rosa Island,9003,Haliotis corrugata,Pink Abalone,1997,179,1,NA,NA
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,1998,114.4118,17,2,10.1431
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1998,180.3529,17,11,44.7408
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1999,56.3709,151,2,19.3417
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,1999,107.6471,17,3,14.186
SR,Santa Rosa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1999,163.125,64,4,34.6353
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2000,103.25,16,4,15.5671
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2000,92,26,2,11.2925
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2000,70.12,25,6,27.5761
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2001,182,3,9,15.3948
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2001,92,12,5,16.1189
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2001,88.7143,7,12,31.8209
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2003,93,6,7,18.363
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2003,30.3462,26,2,11.5791
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2004,106.2727,11,5,16.3774
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,2004,114,3,22,37.6431
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2005,107.1026,39,1,7.996
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2006,104,59,2,17.1454
SR,Santa Rosa Island,9008,Lithopoma gibberosa,Red Turban Snail,2008,62,1,NA,NA
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2011,98.0435,23,5,23.2075
SR,Santa Rosa Island,9008,Lithopoma gibberosa,Red Turban Snail,2011,19.2613,111,2,16.9254
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2013,100.0825,97,2,21.6197
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,2014,99.4706,51,4,28.5702
SR,Santa Rosa Island,9008,Lithopoma gibberosa,Red Turban Snail,2014,46.6344,93,1,9.5083
SR,Santa Rosa Island,6006,Lophogorgia chilensis,Red Gorgonian,2015,22.2273,22,2,9.3805
SR,Santa Rosa Island,6008,Muricea californica,California Golden Gorgonian,2015,76,1,NA,NA
SR,Santa Rosa Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2016,9.7237,514,0,9.4451
SR,Santa Rosa Island,6006,Lophogorgia chilensis,Red Gorgonian,2016,24.7297,37,2,12.1579
SR,Santa Rosa Island,6007,Muricea fruticosa,Brown Gorgonian,2016,19,1,NA,NA
SR,Santa Rosa Island,6008,Muricea californica,California Golden Gorgonian,2016,91,1,NA,NA
SR,Santa Rosa Island,9008,Lithopoma gibberosa,Red Turban Snail,2016,46.4353,85,1,9.0993
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2017,162.4773,220,4,64.0383
SR,Santa Rosa Island,9008,Lithopoma gibberosa,Red Turban Snail,2017,41.7679,112,1,7.7343
SR,Santa Rosa Island,9014,Tegula regina,Queen Tegula,2017,49.6,5,2,4.1593
SR,Santa Rosa Island,11009,Centrostephanus coronatus,Coronado Urchin,2017,30,1,NA,NA
SR,Santa Rosa Island,6007,Muricea fruticosa,Brown Gorgonian,2018,19.5,2,12,16.2635
SR,Santa Rosa Island,9008,Lithopoma gibberosa,Red Turban Snail,2018,41.5368,136,1,10.6444
SR,Santa Rosa Island,9014,Tegula regina,Queen Tegula,2018,49.1667,18,1,3.2404
SR,Santa Rosa Island,6007,Muricea fruticosa,Brown Gorgonian,2019,30,1,NA,NA
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,2019,189.2158,139,2,28.7495
