Site_Number,IslandCode,IslandName,SiteCode,SiteName,Year,Date,MeanTemp,MinTemp,MaxTemp,MeanDepth,SST34,Anom
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-07,12.598035714285713,10.49,15.48,43.27,27.6,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-14,12.313869047619047,10.34,16.75,43.27,27.7,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-21,11.72857142857143,10.03,14.06,43.27,27.7,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-28,12.444082840236687,10.81,14.69,43.27,27.9,0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-08-04,12.309702380952382,10.24,15.21,43.27,27.8,0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-08-11,11.909821428571428,10.71,14.58,43.27,27.6,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-08-18,13.526130952380951,10.39,16.95,43.27,27.4,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-08-25,14.530535714285715,11.79,17.59,43.27,27.4,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-09-01,13.87077380952381,10.71,16.95,43.27,27.4,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-09-08,15.402738095238094,12.1,19.21,43.27,27.4,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-09-15,13.444761904761904,10.24,18.07,43.27,27.5,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-09-22,13.778452380952382,10.71,16.16,43.27,27.6,0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-09-29,13.902261904761904,11.79,16.16,43.27,27.5,0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-10-06,13.670535714285714,11.01,15.05,43.27,27.4,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-10-13,13.90404761904762,11.48,15.68,43.27,27.3,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-10-20,13.81988095238095,11.63,15.21,43.27,27.4,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-10-27,13.447916666666666,11.32,15.53,43.27,27.4,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-11-03,13.759880952380952,10.86,15.84,43.27,27.3,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-11-10,13.933452380952382,11.01,16.16,43.27,27.3,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-11-17,13.415833333333333,11.32,14.89,43.27,27.3,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-11-24,13.441309523809522,11.48,15.37,43.27,27.3,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-12-01,13.18404761904762,11.32,14.58,43.27,27.4,0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-12-08,14.119345238095237,13.18,14.73,43.27,27.4,0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-12-15,13.84470238095238,12.41,14.58,43.27,27.3,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-12-22,13.705595238095238,12.25,14.42,43.27,27.3,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-12-29,13.985,12.25,14.26,43.27,27.2,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2004-12-29,13.332083333333335,11.79,13.95,43.27,27.2,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-01-05,13.577916666666667,11.79,14.11,43.27,27.1,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-01-12,13.29720238095238,11.94,14.11,43.27,27.1,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-01-19,13.337023809523808,11.94,13.95,43.27,27.1,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-01-26,13.772499999999999,11.94,14.42,43.27,27.1,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-02-02,13.524107142857142,11.94,14.11,43.27,26.9,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-02-09,13.246369047619046,12.1,13.95,43.27,27,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-02-16,14.042083333333334,12.87,14.42,43.27,27,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-02-23,13.488095238095237,11.63,14.11,43.27,27,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-03-02,13.51375,11.94,14.26,43.27,27,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-03-09,13.727380952380951,12.1,14.73,43.27,27.2,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-03-16,13.80857142857143,12.41,14.42,43.27,27.6,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-03-23,13.64297619047619,11.48,14.58,43.27,27.9,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-03-30,12.45404761904762,10.39,13.95,43.27,28,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-04-06,11.773928571428572,10.08,12.72,43.27,28,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-04-13,10.206607142857143,9.16,11.48,43.27,27.9,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-04-20,10.388571428571428,9.31,12.25,43.27,28.2,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-04-27,11.1525,9.93,12.72,43.27,28.3,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-05-04,11.332738095238096,10.24,12.1,43.27,28.3,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-05-11,11.308214285714286,10.08,12.87,43.27,28.2,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-05-18,10.841071428571428,10.08,11.63,43.27,28.2,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-05-25,10.85845238095238,10.08,12.1,43.27,28.2,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-06-01,11.107619047619048,10.08,11.79,43.27,28.1,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-06-08,10.150297619047619,9.62,11.17,43.27,28.1,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-06-15,11.309583333333332,9.93,13.18,43.27,28.1,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-06-22,10.772619047619047,9.77,12.41,43.27,28,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-06-29,11.573035714285714,10.39,13.18,43.27,28,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-06,10.800178571428571,9.77,12.87,43.27,27.8,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-13,11.189702380952381,9.77,13.64,43.27,27.6,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-20,10.90904761904762,9.77,13.64,43.27,27.3,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-27,12.595178571428571,10.86,16,43.27,27.1,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-08-03,13.25690476190476,11.01,15.84,43.27,26.9,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-08-10,13.054850299401197,11.01,15.53,43.27,26.9,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-08-17,14.557559523809525,12.02,17.2,43.27,27,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-08-24,14.096309523809524,10.78,15.92,43.27,26.9,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-08-31,14.122976190476189,11.86,17.04,43.27,26.7,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-09-07,13.107261904761904,11.55,15.13,43.27,26.5,-0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-09-14,12.846547619047618,11.39,13.88,43.27,26.4,-0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-09-21,13.364821428571428,11.24,16.08,43.27,26.8,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-09-28,13.17952380952381,11.39,14.82,43.27,26.7,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-10-05,11.917261904761904,10.31,13.72,43.27,26.9,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-10-12,12.196130952380951,10.62,13.42,43.27,26.9,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-10-19,13.075178571428571,10.93,14.34,43.27,26.7,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-10-26,12.912678571428572,11.55,14.19,43.27,26.6,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-11-02,12.916369047619046,11.08,14.82,43.27,26.5,-0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-11-09,13.334464285714287,11.39,14.82,43.27,26.3,-0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-11-16,13.016488095238095,11.39,14.82,43.27,26.5,-0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-11-23,12.816488095238096,10.78,14.82,43.27,26.3,-0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-11-30,12.114285714285714,10.78,13.72,43.27,26.1,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-12-07,12.32184523809524,10.78,14.03,43.27,26,-0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-12-14,12.524940476190476,11.08,13.57,43.27,25.8,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-12-21,12.936785714285715,11.08,14.03,43.27,25.8,-0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-12-28,13.061964285714286,11.71,14.34,43.27,25.9,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-01-04,12.796666666666667,11.86,13.42,43.27,25.8,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-01-11,12.073035714285714,10.78,12.95,43.27,25.7,-0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-01-18,11.51452380952381,10.78,12.48,43.27,25.5,-1.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-01-25,11.743392857142858,10.62,12.64,43.27,25.5,-1.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-02-01,10.761547619047619,10,11.55,43.27,25.8,-0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-02-08,11.855773809523809,10.62,12.79,43.27,26,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-02-15,11.662619047619048,10.31,13.11,43.27,26.1,-0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-02-22,11.512321428571429,10.78,12.17,43.27,26.3,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-03-01,12.032559523809525,10.78,12.79,43.27,26.1,-0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-03-08,11.53702380952381,10.16,12.64,43.27,26.4,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-03-15,11.218511904761906,10.62,12.02,43.27,26.5,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-03-22,11.04375,10.16,12.02,43.27,26.7,-0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-03-29,11.38202380952381,9.69,12.48,43.27,27,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-04-05,11.843392857142858,10.78,12.95,43.27,27.3,-0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-04-12,12.199166666666667,10.62,13.57,43.27,27.7,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-04-19,11.889821428571429,10.47,13.11,43.27,27.7,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-04-26,11.881071428571428,10.47,12.95,43.27,27.7,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-05-03,11.807857142857143,10.47,12.79,43.27,27.7,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-05-10,11.593690476190476,10.47,12.64,43.27,27.8,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-05-17,12.17142857142857,10.62,13.88,43.27,28.1,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-05-24,11.72107142857143,9.69,14.5,43.27,28,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-05-31,10.669880952380952,9.53,13.26,43.27,28,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-06-07,10.155178571428571,9.53,10.93,43.27,28,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-06-14,11.120416666666667,9.69,13.42,43.27,27.9,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-06-21,11.710357142857143,10,13.72,43.27,27.8,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-06-28,10.937619047619048,9.69,12.17,43.27,27.6,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-05,10.476666666666667,9.69,12.02,43.27,27.5,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-12,11.272678571428571,10.16,13.72,43.27,27.3,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-19,13.505535714285713,10.62,17.68,43.27,27.3,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-26,14.695892857142857,11.39,20.27,43.27,27.3,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-08-02,14.514285714285714,10.78,19.3,43.27,27.2,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-08-09,14.262678571428571,11.55,17.36,43.27,27.1,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-08-16,14.791964285714286,12.79,17.04,43.27,27.2,0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-08-23,13.844464285714285,11.39,15.45,43.27,27.3,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-08-30,13.510654761904762,11.55,15.29,43.27,27.3,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-09-06,12.950238095238095,10.93,16.08,43.27,27.4,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-09-13,13.790299401197604,11.71,15.9,43.27,27.3,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-09-20,15.147857142857143,12.3,17.97,43.27,27.4,0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-09-27,15.052857142857144,13.23,17.97,43.27,27.2,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-10-04,13.822142857142856,11.83,15.27,43.27,27.2,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-10-11,14.874821428571428,12.14,16.38,43.27,27.5,0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-10-18,14.333988095238096,12.77,15.9,43.27,27.5,0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-10-25,14.93779761904762,13.23,16.38,43.27,27.6,0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-11-01,14.048095238095238,13.08,14.95,43.27,27.6,0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-11-08,13.43011904761905,11.83,15.74,43.27,27.6,0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-11-15,13.07970238095238,11.68,14.32,43.27,27.8,1.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-11-22,13.497559523809525,11.83,16.06,43.27,27.8,1.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-11-29,13.305178571428572,11.52,14.63,43.27,27.8,1.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-12-06,14.05482142857143,12.3,14.95,43.27,27.9,1.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-12-13,12.578511904761905,11.22,14.47,43.27,27.8,1.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-12-20,12.891964285714286,11.22,14.63,43.27,27.7,1.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-12-27,12.662202380952381,10.75,14.47,43.27,27.7,1.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2007-01-03,12.59875,12.14,13.08,43.27,27.5,0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-01-03,12.147430555555555,10.75,13.85,43.27,27.5,0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-01-10,12.470773809523811,11.22,13.54,43.27,27.5,0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-01-17,12.489940476190476,11.99,13.08,43.27,27.2,0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-01-24,12.626369047619047,12.14,13.39,43.27,27.1,0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-01-31,12.870119047619047,11.83,13.69,43.27,27,0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-02-07,13.303035714285713,12.14,14.63,43.27,26.9,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-02-14,12.989880952380954,11.68,14.63,43.27,26.7,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-02-21,12.524702380952382,11.52,13.39,43.27,26.8,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-02-28,12.018154761904762,11.22,12.92,43.27,26.9,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-03-07,11.834761904761905,10.59,12.46,43.27,26.9,-0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-03-14,11.73827380952381,10.75,12.46,43.27,27.3,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-03-21,11.768809523809525,10.44,12.61,43.27,27.2,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-03-28,11.698988095238096,10.28,12.61,43.27,27.4,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-04-04,11.616369047619047,10.28,12.46,43.27,27.5,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-04-11,10.652619047619048,9.5,11.83,43.27,27.8,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-04-18,10.451369047619048,9.81,11.22,43.27,27.9,0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-04-25,10.585059523809523,9.97,11.37,43.27,27.8,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-05-02,10.612619047619049,9.34,12.14,43.27,27.7,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-05-09,10.919583333333334,9.81,11.52,43.27,27.4,-0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-05-16,10.994583333333333,10.13,12.14,43.27,27.5,-0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-05-23,11.172619047619047,9.66,12.61,43.27,27.7,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-05-30,11.323630952380952,10.28,12.92,43.27,27.6,-0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-06-06,10.811785714285715,9.66,12.14,43.27,27.6,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-06-13,11.859583333333333,10.28,14.95,43.27,27.7,0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-06-20,11.599285714285715,9.97,13.69,43.27,27.6,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-06-27,10.725059523809524,9.5,12.14,43.27,27.3,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-04,10.740714285714287,9.34,12.61,43.27,27,-0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-11,12.581265060240963,10.13,17.17,43.27,26.8,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-18,11.98,9.92,13.33,43.27,26.9,-0.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-25,11.99297619047619,10.69,14.1,43.27,26.6,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-08-01,12.53172619047619,10.69,15.83,43.27,26.4,-0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-08-08,12.216309523809525,10.69,15.52,43.27,26.2,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-08-15,11.532440476190477,10.38,13.17,43.27,26.3,-0.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-08-22,12.594345238095238,10.54,16.31,43.27,26.1,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-08-29,13.389583333333333,11.62,15.04,43.27,26.1,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-09-05,12.915059523809523,10.85,15.36,43.27,26,-0.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-09-12,12.354999999999999,10.54,15.2,43.27,25.8,-1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-09-19,13.202976190476189,11.01,15.68,43.27,25.8,-0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-09-26,14.322261904761904,12.24,16.31,43.27,25.6,-1.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-10-03,13.374821428571428,11.62,15.36,43.27,25.4,-1.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-10-10,13.474940476190476,12.39,14.57,43.27,24.9,-1.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-10-17,12.75267857142857,10.85,14.1,43.27,25.3,-1.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-10-24,13.025833333333335,10.85,14.41,43.27,25.3,-1.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-10-31,13.007023809523808,11.62,14.1,43.27,25.2,-1.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-11-07,13.803928571428571,12.71,14.73,43.27,25,-1.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-11-14,12.7725,11.62,13.48,43.27,25.2,-1.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-11-21,12.782142857142858,11.62,13.94,43.27,24.9,-1.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-11-28,12.804642857142856,11.31,14.1,43.27,25.1,-1.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-12-05,11.820238095238095,11.01,12.71,43.27,25.1,-1.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-12-12,11.933511904761904,11.16,12.71,43.27,24.9,-1.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-12-19,12.377083333333333,11.16,13.79,43.27,25,-1.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-12-26,11.409761904761904,9.92,13.02,43.27,24.9,-1.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2008-01-02,11.004583333333334,10.38,12.09,43.27,25,-1.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-01-02,12.579333333333333,11.16,12.86,43.27,25,-1.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-01-09,11.476369047619048,10.38,12.55,43.27,24.8,-1.8
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-01-16,11.995059523809525,10.85,13.02,43.27,24.6,-2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-01-23,12.250357142857142,11.01,12.71,43.27,24.4,-2.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-01-30,11.634107142857143,10.54,12.71,43.27,24.9,-1.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-02-06,11.385119047619048,10.54,12.39,43.27,24.6,-2.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-02-13,11.69547619047619,10.69,12.39,43.27,24.5,-2.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-02-20,11.602440476190477,10.38,12.55,43.27,24.9,-2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-02-27,11.97154761904762,10.85,12.86,43.27,25.3,-1.6
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-03-05,11.621666666666666,10.38,12.86,43.27,25.7,-1.3
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-03-12,11.028749999999999,10.07,12.24,43.27,26,-1.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-03-19,10.332440476190476,9.61,11.16,43.27,26.2,-1.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-03-26,10.059404761904762,9.29,11.16,43.27,26.3,-1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-04-02,10.450476190476191,9.76,11.47,43.27,26.5,-1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-04-09,9.829940476190476,9.14,10.85,43.27,26.7,-1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-04-16,10.16297619047619,9.14,11.31,43.27,26.9,-0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-04-23,9.627142857142857,9.29,10.54,43.27,26.9,-0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-04-30,9.691488095238096,8.83,10.69,43.27,27.1,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-05-07,10.010178571428572,9.29,11.01,43.27,27,-0.9
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-05-14,10.196190476190477,9.29,11.31,43.27,27.1,-0.7
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-05-21,10.035119047619048,8.98,11.62,43.27,27.3,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-05-28,10.657797619047619,9.61,11.78,43.27,27.3,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-06-04,9.894880952380952,8.98,11.47,43.27,27.3,-0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-06-11,11.370714285714286,9.45,13.17,43.27,27.2,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-06-18,11.083095238095238,9.61,13.48,43.27,27.1,-0.5
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-06-25,11.303392857142857,9.76,15.04,43.27,27.1,-0.4
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-02,11.136845238095239,9.76,14.26,43.27,27.2,-0.2
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-09,12.959583333333333,10.23,16.62,43.27,27.3,-0.1
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-16,11.998571428571429,10.54,15.99,43.27,27.3,0
