SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,MeanSize,TotalCount,StandardError,StandardDeviation,IslandDate,IslandTotalCount,Island_Mean,IslandSD,IslandSE,MeanDepth
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,1996,1996-08-05,98.76344086021506,93,2.103869871340188,20.288986285779952,1996-07-27,214,84.61682242990655,22.68350534275971,1.3869265498555567,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1996,1996-09-16,167.73529411764707,34,7.988671566481482,46.581559607871974,1996-08-27,49,166.83673469387756,45.993980894367084,6.654508515410282,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,1996,1996-09-16,70.18032786885246,61,2.92654020453902,22.857009684028675,1996-07-27,362,61.86740331491713,25.93747800897568,1.2013377576682565,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,1996,1996-09-16,35.189189189189186,37,2.1417406674683694,13.027699881692497,1996-07-26,192,36.666666666666664,11.388389977909368,0.9401932542021024,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1997,1997-07-07,57.24590163934426,61,2.5925135366851384,20.248178009678714,1997-08-01,252,50.40079365079365,18.571396214609194,1.2755153218042063,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1997,1997-07-07,154.7,10,3.616766511678629,11.437219941926447,1997-08-11,25,151.36,25.617984754018863,2.2874439883852893,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,1997,1997-07-07,57.45333333333333,75,1.3397569707752,11.602635715886091,1997-07-29,225,56.782222222222224,13.703502465837772,0.7735090477257394,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,1997,1997-07-07,85.3015873015873,63,2.4965216336714833,19.81552615616232,1997-07-31,197,81.87817258883248,20.99776635270237,1.411797782584828,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1997,1997-07-07,124.46153846153847,13,10.54582302382731,38.02350565437806,1997-08-08,37,157.02702702702703,43.23589450147381,6.251025823379281,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,1997,1997-07-07,74.49,100,2.1098575781317566,21.098575781317564,1997-07-30,416,52.95913461538461,24.081229585962674,1.034442784788023,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,1997,1997-07-07,38.794117647058826,34,1.7961798234225952,10.47343814486888,1997-07-29,270,31.64074074074074,10.268686400550388,0.6373931473977494,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,1998,1998-09-28,61.794871794871796,39,4.213902585440075,26.315813211519107,1998-08-28,86,53.43023255813954,19.886919756115155,2.8377071177017883,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1998,1998-09-28,167.3,10,8.113014236398207,25.655603676390076,1998-09-19,15,167.4,24.120945255109717,6.624248385037102,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,1998,1998-09-28,48.5,6,6.752571526627632,16.54035469188413,1998-07-27,159,51.132075471698116,12.126359975617163,1.3117354516739255,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,1998,1998-09-28,100.125,64,2.269823695658982,18.158589565271857,1998-08-19,139,92.2589928057554,22.702756813977068,1.5401914647865826,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,1998,1998-09-16,55.13793103448276,58,3.183680170304606,24.246185818678047,1998-08-10,403,57.84119106699752,22.26089174938782,1.2077885444579002,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,1998,1998-09-22,29.984076433121018,314,0.46552318742202636,8.249091897939724,1998-08-25,512,29.109375,8.0858173485216,0.36456180122901166,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11007,Parastichopus parvimensis,Warty Sea Cucumber,1998,1998-09-28,102.66666666666667,15,3.5859809340345437,13.888444437333106,1998-09-10,45,137.55555555555554,16.431998722327787,2.0703670575737094,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,1999,1999-09-13,178.6,5,3.5507745633875434,7.939773296511683,1999-07-30,19,160.26315789473685,20.833416905733493,1.8215089175851171,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,1999,1999-09-13,65.66666666666667,12,5.219266302914686,18.080068829760823,1999-07-10,169,49.23076923076923,14.436519014950019,1.3907745253662172,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,1999,1999-09-13,111.06122448979592,49,3.5152322984180087,24.60662608892606,1999-07-19,235,96.18297872340426,24.395804845523887,1.6051592980935696,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,1999,1999-09-13,217,8,7.597285699511372,21.4883689469443,1999-08-07,23,197.52173913043478,49.197796580800215,4.480634660014331,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,1999,1999-09-13,51.55102040816327,196,1.7437973151488222,24.413162412083512,1999-07-30,560,46.81785714285714,23.061219980401646,1.0316444041975337,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,1999,1999-09-13,36.58522727272727,176,0.872833829737721,11.579449270275878,1999-07-28,554,32.34657039711191,10.001988051747793,0.49196365800681363,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2000,2000-07-17,57.067796610169495,59,2.6285796273079387,20.190503227230423,2000-08-13,174,57.695402298850574,16.960377484212607,1.530638099543692,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2000,2000-07-17,190.6,20,4.1559595763192885,18.586016248782308,2000-08-04,36,192.33333333333334,20.008886914457673,3.0976693747970514,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,Wavy Turban Snail,2000,2000-07-17,120.85714285714286,35,3.255423821341818,19.259347054861227,2000-07-26,45,109.95555555555555,19.54248119939153,2.8710139477953383,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2000,2000-07-17,58.97435897435897,39,2.5454416282490904,15.896277873455528,2000-08-07,155,55.16129032258065,14.583094628996497,1.276819764556459,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2000,2000-07-17,95.8688524590164,61,3.4708038926584766,27.10784497777142,2000-08-04,182,87.07142857142857,29.341712860928258,2.009367156592813,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2000,2000-09-25,78.8225806451613,62,5.363892666113293,42.23533308833028,2000-09-03,130,110.93846153846154,47.61616529073673,3.704283758322359,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2000,2000-07-17,57.95628415300546,183,1.2379389189192447,16.746527292439335,2000-07-21,517,48.91489361702128,18.638826250017758,0.7365114281947964,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2000,2000-07-17,27.10612244897959,245,0.8341647024374813,13.05674285356765,2000-07-20,680,27.13529411764706,11.173426286049,0.5007032318534748,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2001,2001-07-30,67.23255813953489,43,2.395876484965069,15.710812761979204,2001-08-02,172,63.55813953488372,17.148953904329915,1.1979382424825344,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2001,2001-07-30,58.92857142857143,28,2.7184782336273243,14.384834701440093,2001-08-22,155,51.74193548387097,13.820522453876027,1.1554177275264088,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2001,2001-07-30,77.21666666666667,60,2.8823304293060685,22.326435501938555,2001-08-13,200,72.655,23.318494298398075,1.5787173943144832,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2001,2001-07-30,106.03361344537815,119,3.3628973886465543,36.684879483805474,2001-07-27,244,124.81147540983606,40.15559058206914,2.3485087549103802,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2001,2001-07-30,65.25125628140704,199,1.0221584458068997,14.419319324383553,2001-07-24,640,55.06875,18.912789075003797,0.5699736421791539,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2001,2001-07-30,38.233333333333334,240,0.5735630192376745,8.88560008603183,2001-07-26,601,35.833610648918466,8.828586901665489,0.36245118757683087,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2002,2002-07-22,74.69491525423729,59,2.7450568497697385,21.08518174926642,2002-07-22,59,74.69491525423729,21.08518174926642,2.7450568497697385,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2002,2002-07-22,64,4,30.058276730378275,60.11655346075655,2002-07-27,7,80.57142857142857,45.48233566059309,22.721921447925883,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2002,2002-07-22,107,4,3.7914377220257753,7.582875444051551,2002-07-22,4,107,7.582875444051551,3.7914377220257753,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2002,2002-07-22,68.25,60,2.107740364571605,16.326486660229953,2002-07-22,180,66.08888888888889,12.249771350851743,1.2169044668672562,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2002,2002-07-22,73.21666666666667,60,2.8772181459283304,22.28683592517241,2002-07-15,169,68.80473372781066,22.24144568713162,1.7143719942440316,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2002,2002-07-22,127.22950819672131,61,5.706961827357047,44.57279676252702,2002-08-03,207,118.56521739130434,37.438303363501255,3.098023533274467,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2002,2002-07-22,62.75609756097561,205,1.6960871432022826,24.284272224093858,2002-07-17,639,56.298904538341155,20.68150023063739,0.9606709619380347,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2002,2002-07-22,32.44186046511628,43,2.113415472657094,13.858592038257552,2002-07-22,138,36.971014492753625,10.906905984682044,1.179721697968794,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2003,2003-08-04,79.57352941176471,68,2.5675406096516684,21.172482263313185,2003-08-25,173,74.82658959537572,19.05187873990463,1.6097140183129566,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2003,2003-08-04,71,6,12.489995996796798,30.59411708155671,2003-08-16,8,110.25,26.664583251946766,10.816653826391967,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2003,2003-08-04,107.35714285714286,14,6.609831223614165,24.73172382316498,2003-08-04,14,107.35714285714286,24.73172382316498,6.609831223614165,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2003,2003-08-04,73.81967213114754,61,1.7266129439984113,13.485278186279825,2003-08-24,197,57.72081218274111,13.428584765644764,0.9607862890387462,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2003,2003-08-04,85.53521126760563,71,2.8408021941163395,23.937024763592298,2003-08-15,156,72.26282051282051,26.610217899371072,1.9164957914903435,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2003,2003-08-04,124.875,24,8.7868890059439,43.04678898206772,2003-08-31,133,126.38345864661655,42.98116162038072,3.732629988235196,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2003,2003-09-22,78.58371040723982,221,0.8883967664694935,13.206967405230955,2003-09-10,647,66.83925811437403,16.294864497244582,0.5192194653849874,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2004,2004-07-26,78.45161290322581,62,2.227988343779681,17.543197762127743,2004-08-20,217,73.49769585253456,18.787152869377735,1.1909098634499262,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2004,2004-07-26,84.91666666666667,12,9.135141497819571,31.6450584171087,2004-08-05,19,95.36842105263158,46.61169112329474,7.259874300137789,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2004,2004-07-26,98.25,8,3.7406132518612507,10.580051984749414,2004-08-22,16,100.8125,8.636164272021077,2.6450129961873534,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2004,2004-07-26,73.74285714285715,70,1.655132489213873,13.847831923430896,2004-08-03,191,63.324607329842934,14.03772456514844,1.0019939518152305,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2004,2004-07-26,81.49230769230769,65,2.3332049296008877,18.810899522043126,2004-08-01,206,75.58252427184466,25.477334657377305,1.3106174725529858,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2004,2004-07-26,136.64893617021278,94,5.165563697506229,50.08199817720393,2004-08-04,216,142.08333333333334,46.29102188315925,3.407648356476301,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2004,2004-08-10,79.79723502304148,217,1.534576592707516,22.60572481028247,2004-09-02,714,74.00700280112045,21.311445979952,0.8459979887188119,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2004,2004-08-06,29.594594594594593,74,1.1384954957141795,9.793708569196307,2004-08-26,284,29.028169014084508,9.90968142805857,0.5811496847809071,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2005,2005-09-19,70.52777777777777,36,4.652008412528206,27.912050475169234,2005-09-03,347,72.27089337175792,25.87398791103365,1.4983973779966735,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2005,2005-07-15,96.6470588235294,17,9.252677972574011,38.149768600748516,2005-08-28,126,154.47619047619048,38.89045163956082,3.398651511635887,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2005,2005-07-11,51.92857142857143,14,2.317775776063111,8.672322853392243,2005-08-30,103,62.19417475728155,23.984694072293703,0.8545093617140682,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2005,2005-07-11,73.5754716981132,106,1.2893812912147,13.274992885054802,2005-08-14,473,63.12262156448203,13.208212966031867,0.6103848231591568,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-07-11,90.08510638297872,47,3.7983139128519907,26.03992825041104,2005-08-18,427,84.53864168618267,28.37651873070914,1.2601604515571607,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2005,2005-07-11,170.53125,64,5.318423570237796,42.547388561902366,2005-08-01,349,155.32091690544414,44.778100045445285,2.2775094937431675,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2005,2005-09-19,70.8563829787234,188,2.177313700591079,29.853821375946904,2005-08-23,1569,77.01848311026131,27.40456430905268,0.7536825465494049,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2005,2005-09-19,39.696969696969695,66,1.3371106441285008,10.862738224147467,2005-09-02,621,35.568438003220614,11.445990750373108,0.4359066693204622,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2006,2006-09-25,66.75925925925925,54,2.5993213191963775,19.101032728707498,2006-07-16,441,78.43310657596372,22.571154264142308,0.9095729870813094,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2006,2006-08-07,134.36,25,8.264019361061541,41.320096805307706,2006-06-26,157,167.4203821656051,37.28124587891569,3.2977027325248573,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2006,2006-09-25,88.16666666666667,6,6.567667718395874,16.08743471021889,2006-07-16,83,108.144578313253,17.958782572489255,1.765825366099635,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2006,2006-09-25,67.96774193548387,31,4.232691724184837,23.566630140761898,2006-08-05,103,70.47572815533981,25.70641993543436,2.3220890665361797,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2006,2006-09-25,65.25555555555556,90,1.5579791525500337,14.780288007351105,2006-07-23,596,59.788590604026844,13.37554435595667,0.6054241865043394,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-09-25,81.8641975308642,81,1.6924618445884747,15.232156601296273,2006-07-30,365,81.75068493150685,24.02073068426348,0.7972875157758913,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2006,2006-09-25,115.13636363636364,66,4.9172624826284554,39.94802925454914,2006-07-25,352,132.54545454545453,43.183476675895726,2.1292371135161896,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2006,2006-09-25,64.12053571428571,224,2.009611716861077,30.077114099762845,2006-07-22,1467,71.49693251533742,29.756021309228057,0.7852737974706461,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2006,2006-09-25,32.55944055944056,143,1.1606547320686884,13.879411918791869,2006-07-31,749,34.699599465954606,12.142812873958459,0.5071426740781768,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2007,2007-09-24,73.02857142857142,70,2.3028794246149467,19.26727160503118,2007-08-13,510,72.19803921568628,21.89871327039801,0.8531691268579809,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2007,2007-07-28,144.12,25,8.302543224819729,41.512716124098645,2007-07-30,160,171.4,27.339572843101323,3.2818683703037204,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2007,2007-09-24,135.66666666666666,3,1.784708711578779,3.0912061651652345,2007-08-01,106,107.68867924528301,19.180842074508874,0.3002444845856606,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2007,2007-09-24,87.85714285714286,7,7.305096268145989,19.3274680289003,2007-09-04,41,98.60975609756098,13.969827075700364,3.018443389855122,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2007,2007-09-24,84.33333333333333,9,8.636700330137232,25.9101009904117,2007-08-22,57,64.89473684210526,26.445165387640653,3.431876713662333,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2007,2007-09-24,60.98529411764706,68,1.7835383176115853,14.70743374169797,2007-08-14,481,56.943866943866944,12.71504474738043,0.670601255749618,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-09-24,83.77966101694915,59,3.4027776305194664,26.137230927607014,2007-08-12,478,78.63389121338912,24.532901319781352,1.1954891162697239,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2007,2007-09-24,120.66666666666667,57,5.410813775632908,40.85074816611067,2007-08-13,235,112.79148936170213,44.982672431158306,2.664808983399041,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2007,2007-09-24,78.26415094339623,212,1.6186546536407875,23.567967502600457,2007-08-11,1432,68.48603351955308,31.069018699725937,0.6228028935997959,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2007,2007-09-24,27.026315789473685,152,0.9062221133555004,11.172656570737571,2007-08-10,854,30.49063231850117,11.497354264240274,0.38232043717727876,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2008,2008-09-29,61.0655737704918,61,2.1567028759335254,16.844387937786767,2008-08-08,480,74.21041666666666,22.960295900510328,0.7688376034078116,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2008,2008-09-29,169.54166666666666,24,6.565370844720328,32.16361708342034,2008-08-07,163,173.5521472392638,33.60563146346969,2.519248919000017,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2008,2008-09-29,135.33333333333334,3,3.661612678507574,6.342099196813483,2008-08-03,91,105.51648351648352,12.528204705163647,0.6648326421005831,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,Wavy Turban Snail,2008,2008-09-29,141.5,2,1.0606601717798212,1.5,2008-08-22,6,133.5,1.4433756729740645,0.6123724356957946,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2008,2008-09-29,99.15384615384616,13,3.9730544400974614,14.325051503981268,2008-08-11,81,100.70370370370371,11.078330704852508,1.5916723893312519,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2008,2008-09-29,73.17647058823529,17,7.751876787650715,31.961806792257622,2008-08-11,126,60.07142857142857,23.415193274549495,2.8473840590212443,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2008,2008-09-29,64.66101694915254,59,1.7120506979507497,13.150510938699883,2008-08-08,464,64.09482758620689,12.77668675223091,0.6104971439907236,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-09-29,105.01785714285714,56,5.844143407112874,43.73356469718023,2008-08-09,399,86.15037593984962,28.388876405383975,2.189416718380247,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2008,2008-09-29,139.68253968253967,63,5.497053673684733,43.63151089243142,2008-08-28,156,128.64102564102564,48.53406873256226,3.4933166434657967,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2008,2008-10-08,68.87765957446808,188,2.3852465116881065,32.70485244189022,2008-08-10,1411,70.70588235294117,32.84192523837908,0.8706601897491589,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2008,2008-10-08,25.990521327014218,211,0.695052111803532,10.096215104872615,2008-08-13,1280,34.23984375,12.244052721336814,0.28219779112444165,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2009,2009-07-13,76.91228070175438,57,1.9836637684582201,14.976333027104813,2009-07-14,413,71.5956416464891,19.924166590955753,0.7369371713550752,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2009,2009-07-13,177.85714285714286,42,4.17971717144844,27.087663180840085,2009-07-18,199,179.63316582914572,27.44283470847288,1.9201935316493852,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2009,2009-07-13,121,1,0,0,2009-06-30,91,97.15384615384616,21.066027711120753,0,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9007,Megastraea undosa,Wavy Turban Snail,2009,2009-07-13,122,6,7.641262257565101,18.717193521821944,2009-07-20,9,124.33333333333333,15.398412616601464,6.239064507273981,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2009,2009-07-13,97,3,4.988876515698589,8.640987597877148,2009-06-27,116,102.37931034482759,16.894167133711044,0.8022955570857541,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2009,2009-07-13,58.125,8,6.7255053248808,19.022601688517792,2009-08-05,90,64.41111111111111,25.563606117678138,2.0051582785960367,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11001,Patiria miniata,Bat Star,2009,2009-07-13,66.55932203389831,59,1.9569147117317247,15.03134711695966,2009-07-12,446,60.266816143497756,12.709024570183024,0.7117549147237965,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-07-13,95.47826086956522,46,3.390571148505271,22.995972360426777,2009-07-07,397,88.26952141057934,26.67124722710078,1.1541347689898327,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2009,2009-07-13,117.56060606060606,66,5.311384276524376,43.14988984426362,2009-07-12,198,128.62626262626262,49.16553163105867,3.0665291418208946,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11005,Strongylocentrotus franciscanus,Red Urchin,2009,2009-07-13,62.42574257425743,202,2.3673067843231035,33.645751069676585,2009-07-14,1525,68.39606557377049,31.65579628989287,0.8615793979920575,33.18
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11006,Strongylocentrotus purpuratus,Purple Urchin,2009,2009-07-13,32.387978142076506,183,0.9542281340631783,12.908558932983116,2009-07-16,1601,35.820737039350405,12.706909958392972,0.322613172455861,33.18
