ReserveStatus,SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,MeanDensity_sqm,StandardError,StandardDeviation,TotalCount,QuadratsSampled,AreaSurveyed_sqm,MeanDepth,MPA_Date,MPA_TotalCount,MPA_Mean,MPA_SD,MPA_SE,MPA_Quads,MPA_AreaSurveyed
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11006,Strongylocentrotus purpuratus,Purple Urchin,2012,2012-06-14,27.625,3.7031,12.8277,663,12,24,43.09,2012-06-04,1633,22.6806,26.9471,4.4912,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11007,Parastichopus parvimensis,Warty Sea Cucumber,2012,2012-06-14,0.1667,0.094,0.3257,4,12,24,43.09,2012-06-04,32,0.4444,0.7149,0.1192,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11009,Centrostephanus coronatus,Coronado Urchin,2012,2012-06-14,0.125,0.0653,0.2261,3,12,24,43.09,2012-06-04,14,0.1944,0.5382,0.0897,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,12002,Styela montereyensis,Stalked Tunicate,2012,2012-06-14,0,0,0,0,12,24,43.09,2012-06-04,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14025,Lythrypnus dalli,Blue-banded Goby,2012,2012-06-14,0,0,0,0,12,24,43.09,2012-06-04,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14026,Coryphopterus nicholsi,Blackeye Goby,2012,2012-06-14,0.8333,0.2161,0.7487,20,12,24,43.09,2012-06-04,39,0.5417,0.5901,0.0983,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14027,Alloclinus holderi,Island Kelpfish,2012,2012-06-14,0,0,0,0,12,24,43.09,2012-06-04,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002,Macrocystis pyrifera,Giant Kelp (Adult),2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,6,0.0833,0.2236,0.0373,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),2013,2013-05-14,0.8333,0.3445,1.1934,20,12,24,43.09,2013-05-24,193,2.6806,4.4064,0.7344,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004,Eisenia arborea,Southern Sea Palm (Adult),2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,4,0.0556,0.1594,0.0266,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004.5,Eisenia arborea,Southern Sea Palm (Juvenile),2013,2013-05-14,0.0417,0.0417,0.1443,1,12,24,43.09,2013-05-24,4,0.0556,0.1594,0.0266,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005,Pterygophora californica,California Sea Palm (Adult),2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005.5,Pterygophora californica,California Sea Palm (Juvenile),2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006,Laminaria farlowii,Oar Weed (Adult),2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,1,0.0139,0.0833,0.0139,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006.5,Laminaria farlowii,Oar Weed (Juvenile),2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9005,Cypraea spadicea,Chestnut Cowrie,2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,6,0.0833,0.5,0.0833,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9007,Megastraea undosa,Wavy Turban Snail,2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,2,0.0278,0.1162,0.0194,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9008,Lithopoma gibberosa,Red Turban Snail,2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9014,Tegula regina,Queen Tegula,2013,2013-05-14,0.1667,0.094,0.3257,4,12,24,43.09,2013-05-24,6,0.0833,0.2535,0.0423,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11001,Patiria miniata,Bat Star,2013,2013-05-14,0.625,0.1393,0.4827,15,12,24,43.09,2013-05-24,23,0.3194,0.495,0.0825,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11005,Strongylocentrotus franciscanus,Red Urchin,2013,2013-05-14,0.2083,0.1438,0.4981,5,12,24,43.09,2013-05-24,153,2.125,4.1497,0.6916,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11006,Strongylocentrotus purpuratus,Purple Urchin,2013,2013-05-14,11.0417,1.7747,6.1476,265,12,24,43.09,2013-05-24,493,6.8472,6.6201,1.1034,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11007,Parastichopus parvimensis,Warty Sea Cucumber,2013,2013-05-14,0.1667,0.094,0.3257,4,12,24,43.09,2013-05-24,12,0.1667,0.3586,0.0598,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11009,Centrostephanus coronatus,Coronado Urchin,2013,2013-05-14,0.2083,0.1145,0.3965,5,12,24,43.09,2013-05-24,12,0.1667,0.3586,0.0598,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,12002,Styela montereyensis,Stalked Tunicate,2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14025,Lythrypnus dalli,Blue-banded Goby,2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14026,Coryphopterus nicholsi,Blackeye Goby,2013,2013-05-14,2,0.4219,1.4616,48,12,24,43.09,2013-05-24,57,0.7917,1.2211,0.2035,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14027,Alloclinus holderi,Island Kelpfish,2013,2013-05-14,0,0,0,0,12,24,43.09,2013-05-24,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002,Macrocystis pyrifera,Giant Kelp (Adult),2014,2014-06-11,0.3333,0.2072,0.7177,8,12,24,43.09,2014-06-01,32,0.4444,0.7538,0.1256,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),2014,2014-06-11,1.75,0.5983,2.0725,42,12,24,43.09,2014-06-01,128,1.7778,2.7528,0.4588,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004,Eisenia arborea,Southern Sea Palm (Adult),2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,6,0.0833,0.2535,0.0423,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004.5,Eisenia arborea,Southern Sea Palm (Juvenile),2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,4,0.0556,0.2613,0.0435,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005,Pterygophora californica,California Sea Palm (Adult),2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005.5,Pterygophora californica,California Sea Palm (Juvenile),2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006,Laminaria farlowii,Oar Weed (Adult),2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006.5,Laminaria farlowii,Oar Weed (Juvenile),2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,3,0.0417,0.1402,0.0234,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2014,2014-06-11,0.1667,0.1124,0.3892,4,12,24,43.09,2014-06-01,18,0.25,0.815,0.1358,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2014,2014-06-11,0.5833,0.4121,1.4275,14,12,24,43.09,2014-06-01,18,0.25,0.866,0.1443,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9005,Cypraea spadicea,Chestnut Cowrie,2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,2,0.0278,0.1162,0.0194,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9007,Megastraea undosa,Wavy Turban Snail,2014,2014-06-11,0.0833,0.0562,0.1946,2,12,24,43.09,2014-06-01,5,0.0694,0.1754,0.0292,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9008,Lithopoma gibberosa,Red Turban Snail,2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9014,Tegula regina,Queen Tegula,2014,2014-06-11,0.0833,0.0833,0.2887,2,12,24,43.09,2014-06-01,8,0.1111,0.449,0.0748,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11001,Patiria miniata,Bat Star,2014,2014-06-11,0.0417,0.0417,0.1443,1,12,24,43.09,2014-06-01,3,0.0417,0.1402,0.0234,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11005,Strongylocentrotus franciscanus,Red Urchin,2014,2014-06-11,0.5417,0.2497,0.8649,13,12,24,43.09,2014-06-01,207,2.875,4.348,0.7247,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11006,Strongylocentrotus purpuratus,Purple Urchin,2014,2014-06-11,13.4167,3.3523,11.6128,322,12,24,43.09,2014-06-01,582,8.0833,9.4902,1.5817,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11007,Parastichopus parvimensis,Warty Sea Cucumber,2014,2014-06-11,0.25,0.1151,0.3989,6,12,24,43.09,2014-06-01,16,0.2222,0.4543,0.0757,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11009,Centrostephanus coronatus,Coronado Urchin,2014,2014-06-11,0.25,0.1685,0.5839,6,12,24,43.09,2014-06-01,12,0.1667,0.3964,0.0661,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,12002,Styela montereyensis,Stalked Tunicate,2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14025,Lythrypnus dalli,Blue-banded Goby,2014,2014-06-11,0,0,0,0,12,24,43.09,2014-06-01,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14026,Coryphopterus nicholsi,Blackeye Goby,2014,2014-06-11,0.5833,0.0833,0.2887,14,12,24,43.09,2014-06-01,29,0.4028,0.5321,0.0887,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14027,Alloclinus holderi,Island Kelpfish,2014,2014-06-11,0.0417,0.0417,0.1443,1,12,24,43.09,2014-06-01,1,0.0139,0.0833,0.0139,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002,Macrocystis pyrifera,Giant Kelp (Adult),2015,2015-05-13,0.5833,0.2026,0.7017,14,12,24,43.09,2015-06-02,29,0.4028,0.571,0.0952,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),2015,2015-05-13,1.4167,0.2941,1.0188,34,12,24,43.09,2015-06-02,96,1.3333,1.6518,0.2753,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004,Eisenia arborea,Southern Sea Palm (Adult),2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,1,0.0139,0.0833,0.0139,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004.5,Eisenia arborea,Southern Sea Palm (Juvenile),2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,34,0.4722,1.1889,0.1982,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005,Pterygophora californica,California Sea Palm (Adult),2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005.5,Pterygophora californica,California Sea Palm (Juvenile),2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006,Laminaria farlowii,Oar Weed (Adult),2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006.5,Laminaria farlowii,Oar Weed (Juvenile),2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,1,0.0139,0.0833,0.0139,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-05-13,11.9167,3.5279,12.2211,286,12,24,43.09,2015-06-02,296,4.1111,8.8786,1.4798,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2015,2015-05-13,8.1667,3.5603,12.3331,196,12,24,43.09,2015-06-02,369,5.125,10.4747,1.7458,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9005,Cypraea spadicea,Chestnut Cowrie,2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,6,0.0833,0.2236,0.0373,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9007,Megastraea undosa,Wavy Turban Snail,2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,13,0.1806,0.3197,0.0533,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9008,Lithopoma gibberosa,Red Turban Snail,2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,1,0.0139,0.0833,0.0139,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9014,Tegula regina,Queen Tegula,2015,2015-05-13,0.0417,0.0417,0.1443,1,12,24,43.09,2015-06-02,24,0.3333,1.4639,0.244,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11001,Patiria miniata,Bat Star,2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11005,Strongylocentrotus franciscanus,Red Urchin,2015,2015-05-13,0.4583,0.2644,0.916,11,12,24,43.09,2015-06-02,99,1.375,2.8695,0.4782,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11006,Strongylocentrotus purpuratus,Purple Urchin,2015,2015-05-13,4.5833,1.0035,3.4761,110,12,24,43.09,2015-06-02,206,2.8611,2.9704,0.4951,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11007,Parastichopus parvimensis,Warty Sea Cucumber,2015,2015-05-13,0.25,0.0973,0.3371,6,12,24,43.09,2015-06-02,13,0.1806,0.3197,0.0533,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11009,Centrostephanus coronatus,Coronado Urchin,2015,2015-05-13,0.8333,0.2706,0.9374,20,12,24,43.09,2015-06-02,82,1.1389,1.755,0.2925,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,12002,Styela montereyensis,Stalked Tunicate,2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14025,Lythrypnus dalli,Blue-banded Goby,2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,1,0.0139,0.0833,0.0139,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14026,Coryphopterus nicholsi,Blackeye Goby,2015,2015-05-13,0.2917,0.13,0.4502,7,12,24,43.09,2015-06-02,14,0.1944,0.4516,0.0753,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14027,Alloclinus holderi,Island Kelpfish,2015,2015-05-13,0,0,0,0,12,24,43.09,2015-06-02,7,0.0972,0.3121,0.052,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002,Macrocystis pyrifera,Giant Kelp (Adult),2016,2016-06-07,0.5,0.1231,0.4264,12,12,24,43.09,2016-05-30,33,0.4583,0.5654,0.0942,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),2016,2016-06-07,5.1667,3.1112,10.7774,124,12,24,43.09,2016-05-30,722,10.0278,17.3357,2.8893,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004,Eisenia arborea,Southern Sea Palm (Adult),2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,18,0.25,0.7606,0.1268,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004.5,Eisenia arborea,Southern Sea Palm (Juvenile),2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,1,0.0139,0.0833,0.0139,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005,Pterygophora californica,California Sea Palm (Adult),2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005.5,Pterygophora californica,California Sea Palm (Juvenile),2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006,Laminaria farlowii,Oar Weed (Adult),2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006.5,Laminaria farlowii,Oar Weed (Juvenile),2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,3,0.0417,0.1842,0.0307,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-06-07,64.4583,9.2334,31.9854,1547,12,24,43.09,2016-05-30,2154,29.9167,34.86,5.81,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2016,2016-06-07,16.4583,2.4859,8.6115,395,12,24,43.09,2016-05-30,475,6.5972,9.3295,1.5549,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9005,Cypraea spadicea,Chestnut Cowrie,2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,3,0.0417,0.1402,0.0234,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9007,Megastraea undosa,Wavy Turban Snail,2016,2016-06-07,0.0417,0.0417,0.1443,1,12,24,43.09,2016-05-30,31,0.4306,1.0701,0.1783,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9008,Lithopoma gibberosa,Red Turban Snail,2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9014,Tegula regina,Queen Tegula,2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11001,Patiria miniata,Bat Star,2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11005,Strongylocentrotus franciscanus,Red Urchin,2016,2016-06-07,0.1667,0.094,0.3257,4,12,24,43.09,2016-05-30,31,0.4306,1.1222,0.187,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11006,Strongylocentrotus purpuratus,Purple Urchin,2016,2016-06-07,2.25,0.8427,2.9194,54,12,24,43.09,2016-05-30,73,1.0139,1.9067,0.3178,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11007,Parastichopus parvimensis,Warty Sea Cucumber,2016,2016-06-07,0.2917,0.13,0.4502,7,12,24,43.09,2016-05-30,18,0.25,0.5,0.0833,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11009,Centrostephanus coronatus,Coronado Urchin,2016,2016-06-07,1.75,0.4866,1.6855,42,12,24,43.09,2016-05-30,113,1.5694,1.8676,0.3113,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,12002,Styela montereyensis,Stalked Tunicate,2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14025,Lythrypnus dalli,Blue-banded Goby,2016,2016-06-07,0.0833,0.0833,0.2887,2,12,24,43.09,2016-05-30,4,0.0556,0.1992,0.0332,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14026,Coryphopterus nicholsi,Blackeye Goby,2016,2016-06-07,0.0417,0.0417,0.1443,1,12,24,43.09,2016-05-30,1,0.0139,0.0833,0.0139,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,14027,Alloclinus holderi,Island Kelpfish,2016,2016-06-07,0,0,0,0,12,24,43.09,2016-05-30,10,0.1389,0.3507,0.0585,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002,Macrocystis pyrifera,Giant Kelp (Adult),2017,2017-05-24,0.5417,0.1893,0.6557,13,12,24,43.09,2017-05-19,46,0.6389,0.9228,0.1538,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),2017,2017-05-24,4.1667,1.475,5.1094,100,12,24,43.09,2017-05-19,466,6.4722,8.3708,1.3951,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004,Eisenia arborea,Southern Sea Palm (Adult),2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,13,0.1806,0.4335,0.0722,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2004.5,Eisenia arborea,Southern Sea Palm (Juvenile),2017,2017-05-24,0.0417,0.0417,0.1443,1,12,24,43.09,2017-05-19,6,0.0833,0.2236,0.0373,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005,Pterygophora californica,California Sea Palm (Adult),2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2005.5,Pterygophora californica,California Sea Palm (Juvenile),2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,5,0.0694,0.2436,0.0406,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006,Laminaria farlowii,Oar Weed (Adult),2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2006.5,Laminaria farlowii,Oar Weed (Juvenile),2017,2017-05-24,0.0417,0.0417,0.1443,1,12,24,43.09,2017-05-19,2,0.0278,0.1162,0.0194,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-05-24,9.5417,2.8011,9.7035,229,12,24,43.09,2017-05-19,283,3.9306,6.9036,1.1506,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2017,2017-05-24,7.75,1.8179,6.2975,186,12,24,43.09,2017-05-19,236,3.2778,5.1331,0.8555,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9005,Cypraea spadicea,Chestnut Cowrie,2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9007,Megastraea undosa,Wavy Turban Snail,2017,2017-05-24,0.0417,0.0417,0.1443,1,12,24,43.09,2017-05-19,12,0.1667,0.3586,0.0598,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9008,Lithopoma gibberosa,Red Turban Snail,2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,9014,Tegula regina,Queen Tegula,2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11001,Patiria miniata,Bat Star,2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,0,0,0,0,36,72
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-05-24,0,0,0,0,12,24,43.09,2017-05-19,0,0,0,0,36,72
