ReserveStatus,SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,MeanDensity_sqm,StandardError,StandardDeviation,TotalCount,AreaSurveyed_sqm,MeanDepth,MPA_Date,MPA_TotalCount,MPA_Mean,MPA_SD,MPA_SE,MPA_AreaSurveyed_sqm
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2018,2018-05-09,2.99,0.4511,2.853,598,200,26.45,2018-06-11,4147,20.735,8.9508,0.7076,800
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2018,2018-05-09,0.005,0.005,0.0316,1,200,26.45,2018-06-11,1,0.005,0.0158,0.0012,800
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,11011,Pisaster ochraceus,Ochre Sea Star,2018,2018-05-09,0,0,0,0,200,26.45,2018-06-11,0,0,0,0,800
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2019,2019-05-29,0.1,0.0268,0.1695,20,200,26.45,2019-06-16,65,0.325,0.1559,0.0123,800
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2019,2019-05-29,0.35,0.0777,0.4915,70,200,26.45,2019-06-16,1045,5.225,2.6363,0.2084,800
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-05-29,5.135,0.4721,2.9856,1027,200,26.45,2019-06-16,3221,16.105,3.9728,0.3141,800
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2019,2019-05-29,8.22,1.3257,8.3843,1644,200,26.45,2019-06-16,2279,11.395,5.289,0.4181,800
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2019,2019-05-29,0,0,0,0,200,26.45,2019-06-16,1,0.005,0.0158,0.0012,800
Inside,12,AN,Anacapa Island,CC,Cathedral Cove,11011,Pisaster ochraceus,Ochre Sea Star,2019,2019-05-29,0,0,0,0,200,26.45,2019-06-16,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2005,2005-09-05,0.135,0.0315,0.1994,27,200,24.25,2005-08-30,86,0.43,0.2196,0.0174,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2005,2005-09-05,1.565,0.2738,1.7317,313,200,24.25,2005-08-30,485,2.425,1.2338,0.0975,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-09-05,0,0,0,0,200,24.25,2005-08-30,8,0.04,0.0437,0.0035,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-08-21,0.03,0.0135,0.0853,6,200,24.25,2006-08-11,53,0.265,0.1674,0.0132,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2006,2006-08-21,1.475,0.1653,1.0453,295,200,24.25,2006-08-11,415,2.075,0.8513,0.0673,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-08-21,0.02,0.012,0.0758,4,200,24.25,2006-08-11,11,0.055,0.0599,0.0047,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2007,2007-06-18,0.07,0.0197,0.1244,14,200,24.25,2007-07-15,79,0.395,0.2175,0.0172,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2007,2007-06-18,0.21,0.0385,0.2437,42,200,24.25,2007-07-15,57,0.285,0.1757,0.0139,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-06-18,0,0,0,0,200,24.25,2007-07-15,16,0.08,0.0642,0.0051,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2008,2008-08-25,0.155,0.0316,0.1999,31,200,24.25,2008-08-15,70,0.35,0.1516,0.012,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2008,2008-08-25,0.5,0.0784,0.4961,100,200,24.25,2008-08-15,254,1.27,0.4755,0.0376,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-08-25,0.035,0.0188,0.1189,7,200,24.25,2008-08-15,9,0.045,0.0644,0.0051,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-06-01,0.145,0.0447,0.2828,29,200,24.25,2009-08-05,79,0.395,0.1943,0.0154,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-06-01,0.075,0.031,0.1958,15,200,24.25,2009-08-05,122,0.61,0.285,0.0225,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-06-01,0.02,0.012,0.0758,4,200,24.25,2009-08-05,10,0.05,0.0535,0.0042,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-06-04,0.03,0.0135,0.0853,6,200,24.25,2010-07-20,72,0.36,0.1874,0.0148,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-06-04,0.16,0.0437,0.2762,32,200,24.25,2010-07-20,167,0.835,0.3535,0.0279,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-06-04,0,0,0,0,200,24.25,2010-07-20,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-06-04,0,0,0,0,200,24.25,2010-07-20,234,1.17,1.6593,0.1312,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-06-04,0.005,0.005,0.0316,1,200,24.25,2010-07-20,21,0.105,0.0781,0.0062,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-06-02,0.05,0.0212,0.134,10,200,24.25,2011-06-16,65,0.325,0.1785,0.0141,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-06-02,0.05,0.0186,0.1177,10,200,24.25,2011-06-16,205,1.025,0.7871,0.0622,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-06-02,0,0,0,0,200,24.25,2011-06-16,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-06-02,0,0,0,0,200,24.25,2011-06-16,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2011,2011-06-02,0.005,0.005,0.0316,1,200,24.25,2011-06-16,25,0.125,0.0795,0.0063,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2012,2012-06-26,0.015,0.0084,0.0533,3,200,24.25,2012-07-09,39,0.195,0.1414,0.0112,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2012,2012-06-26,0.355,0.0638,0.4038,71,200,24.25,2012-07-09,158,0.79,0.3416,0.027,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2012,2012-06-26,0,0,0,0,200,24.25,2012-07-09,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2012,2012-06-26,0,0,0,0,200,24.25,2012-07-09,47,0.235,0.4783,0.0378,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2012,2012-06-26,0.01,0.007,0.0441,2,200,24.25,2012-07-09,26,0.13,0.0836,0.0066,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11011,Pisaster ochraceus,Ochre Sea Star,2012,2012-06-26,0,0,0,0,200,24.25,2012-07-09,1,0.005,0.0158,0.0012,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2013,2013-08-12,0.045,0.0196,0.1239,9,200,24.25,2013-07-13,52,0.26,0.153,0.0121,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2013,2013-08-12,0.385,0.0913,0.5772,77,200,24.25,2013-07-13,126,0.63,0.3427,0.0271,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2013,2013-08-12,0.005,0.005,0.0316,1,200,24.25,2013-07-13,17,0.085,0.195,0.0154,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2013,2013-08-12,0.01,0.01,0.0632,2,200,24.25,2013-07-13,1418,7.09,11.1771,0.8836,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2013,2013-08-12,0.02,0.012,0.0758,4,200,24.25,2013-07-13,8,0.04,0.0491,0.0039,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11011,Pisaster ochraceus,Ochre Sea Star,2013,2013-08-12,0,0,0,0,200,24.25,2013-07-13,1,0.005,0.0158,0.0012,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2014,2014-06-25,0.06,0.0192,0.1215,12,200,24.25,2014-06-11,62,0.31,0.1521,0.012,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2014,2014-06-25,0.255,0.0624,0.3948,51,200,24.25,2014-06-11,291,1.455,0.7043,0.0557,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2014,2014-06-25,0.005,0.005,0.0316,1,200,24.25,2014-06-11,738,3.69,3.2504,0.257,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2014,2014-06-25,0.01,0.007,0.0441,2,200,24.25,2014-06-11,1326,6.63,6.6177,0.5232,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-06-25,0.005,0.005,0.0316,1,200,24.25,2014-06-11,2,0.01,0.0223,0.0018,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11011,Pisaster ochraceus,Ochre Sea Star,2014,2014-06-25,0,0,0,0,200,24.25,2014-06-11,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2015,2015-09-18,0.015,0.0084,0.0533,3,200,24.25,2015-07-17,67,0.335,0.1815,0.0143,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2015,2015-09-18,1.055,0.2258,1.4279,211,200,24.25,2015-07-17,307,1.535,0.8509,0.0673,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-09-18,0.01,0.007,0.0441,2,200,24.25,2015-07-17,1185,5.925,2.5823,0.2041,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2015,2015-09-18,1.98,0.7591,4.8012,396,200,24.25,2015-07-17,75893,379.465,144.6899,11.4387,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-09-18,0.005,0.005,0.0316,1,200,24.25,2015-07-17,1,0.005,0.0158,0.0012,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11011,Pisaster ochraceus,Ochre Sea Star,2015,2015-09-18,0,0,0,0,200,24.25,2015-07-17,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2016,2016-08-22,0.045,0.0196,0.1239,9,200,24.25,2016-07-28,83,0.415,0.2331,0.0184,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2016,2016-08-22,1.74,0.3543,2.2405,348,200,24.25,2016-07-28,664,3.32,1.3866,0.1096,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-08-22,0,0,0,0,200,24.25,2016-07-28,836,4.18,2.1348,0.1688,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2016,2016-08-22,1.45,0.6059,3.8323,290,200,24.25,2016-07-28,22313,111.565,41.5961,3.2885,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-08-22,0,0,0,0,200,24.25,2016-07-28,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11011,Pisaster ochraceus,Ochre Sea Star,2016,2016-08-22,0,0,0,0,200,24.25,2016-07-28,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2017,2017-06-08,0.015,0.0111,0.07,3,200,24.25,2017-06-20,103,0.515,0.2378,0.0188,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2017,2017-06-08,2.065,0.2243,1.4188,413,200,24.25,2017-06-20,1687,8.435,2.3284,0.1841,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-06-08,0.985,0.2342,1.4811,197,200,24.25,2017-06-20,2876,14.38,4.1207,0.3258,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2017,2017-06-08,1.38,0.3373,2.1334,276,200,24.25,2017-06-20,12958,64.79,19.7097,1.5582,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-06-08,0,0,0,0,200,24.25,2017-06-20,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11011,Pisaster ochraceus,Ochre Sea Star,2017,2017-06-08,0,0,0,0,200,24.25,2017-06-20,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2018,2018-05-22,0.21,0.0496,0.3136,42,200,24.25,2018-06-11,198,0.99,0.3405,0.0269,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2018,2018-05-22,0.12,0.0311,0.1964,24,200,24.25,2018-06-11,250,1.25,0.5211,0.0412,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2018,2018-05-22,0.095,0.0475,0.3004,19,200,24.25,2018-06-11,1216,6.08,2.6135,0.2066,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2018,2018-05-22,0.065,0.0315,0.1994,13,200,24.25,2018-06-11,4147,20.735,8.9508,0.7076,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2018,2018-05-22,0,0,0,0,200,24.25,2018-06-11,1,0.005,0.0158,0.0012,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11011,Pisaster ochraceus,Ochre Sea Star,2018,2018-05-22,0,0,0,0,200,24.25,2018-06-11,0,0,0,0,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2019,2019-08-08,0.03,0.0114,0.0723,6,200,24.25,2019-06-16,65,0.325,0.1559,0.0123,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2019,2019-08-08,2.64,0.6942,4.3907,528,200,24.25,2019-06-16,1045,5.225,2.6363,0.2084,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-08-08,0.015,0.0084,0.0533,3,200,24.25,2019-06-16,3221,16.105,3.9728,0.3141,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,2016.5,Sargassum horneri,Devil Weed (Juvenile),2019,2019-08-08,0.445,0.1204,0.7612,89,200,24.25,2019-06-16,2279,11.395,5.289,0.4181,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11002,Pisaster giganteus,Giant-spined Sea Star,2019,2019-08-08,0,0,0,0,200,24.25,2019-06-16,1,0.005,0.0158,0.0012,800
Inside,13,AN,Anacapa Island,LC,Landing Cove,11011,Pisaster ochraceus,Ochre Sea Star,2019,2019-08-08,0,0,0,0,200,24.25,2019-06-16,0,0,0,0,800
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2005,2005-05-16,0,0,0,0,200,43.09,2005-07-01,34,0.17,0.1538,0.014,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2005,2005-05-16,0,0,0,0,200,43.09,2005-07-01,12,0.06,0.0875,0.008,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-05-16,0.035,0.0141,0.0893,7,200,43.09,2005-07-01,31,0.155,0.1257,0.0115,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-05-22,0,0,0,0,200,43.09,2006-05-22,10,0.05,0.0613,0.0056,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2006,2006-05-22,0,0,0,0,200,43.09,2006-05-22,36,0.18,0.1863,0.017,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-05-22,0.085,0.0257,0.1626,17,200,43.09,2006-05-22,47,0.235,0.1583,0.0145,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2007,2007-05-22,0,0,0,0,200,43.09,2007-05-26,33,0.165,0.1639,0.015,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2007,2007-05-22,0,0,0,0,200,43.09,2007-05-26,18,0.09,0.1149,0.0105,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-05-22,0.035,0.0141,0.0893,7,200,43.09,2007-05-26,17,0.085,0.0871,0.008,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2008,2008-06-23,0,0,0,0,200,43.09,2008-06-18,16,0.08,0.1002,0.0091,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2008,2008-06-23,0,0,0,0,200,43.09,2008-06-18,83,0.415,0.4673,0.0427,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-06-23,0.015,0.0111,0.07,3,200,43.09,2008-06-18,13,0.065,0.0852,0.0078,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-06-15,0,0,0,0,200,43.09,2009-06-05,29,0.145,0.172,0.0157,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-06-15,0,0,0,0,200,43.09,2009-06-05,46,0.23,0.2543,0.0232,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-06-15,0.025,0.0106,0.067,5,200,43.09,2009-06-05,21,0.105,0.0885,0.0081,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-06-02,0.01,0.01,0.0632,2,200,43.09,2010-06-02,36,0.18,0.148,0.0135,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-06-02,0.02,0.0157,0.0992,4,200,43.09,2010-06-02,64,0.32,0.2526,0.0231,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-06-02,0,0,0,0,200,43.09,2010-06-02,0,0,0,0,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-06-02,0.005,0.005,0.0316,1,200,43.09,2010-06-02,1,0.005,0.0183,0.0017,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-06-02,0.015,0.0084,0.0533,3,200,43.09,2010-06-02,22,0.11,0.0898,0.0082,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-05-17,0,0,0,0,200,43.09,2011-06-19,41,0.205,0.1806,0.0165,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-05-17,0,0,0,0,200,43.09,2011-06-19,187,0.935,0.594,0.0542,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-05-17,0,0,0,0,200,43.09,2011-06-19,1,0.005,0.0183,0.0017,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-05-17,0,0,0,0,200,43.09,2011-06-19,1,0.005,0.0183,0.0017,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2011,2011-05-17,0.025,0.0106,0.067,5,200,43.09,2011-06-19,25,0.125,0.0967,0.0088,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2012,2012-06-14,0,0,0,0,200,43.09,2012-06-04,64,0.32,0.254,0.0232,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2012,2012-06-14,0,0,0,0,200,43.09,2012-06-04,57,0.285,0.2473,0.0226,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2012,2012-06-14,0,0,0,0,200,43.09,2012-06-04,0,0,0,0,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2012,2012-06-14,0,0,0,0,200,43.09,2012-06-04,0,0,0,0,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2012,2012-06-14,0.04,0.0163,0.1033,8,200,43.09,2012-06-04,41,0.205,0.1545,0.0141,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11011,Pisaster ochraceus,Ochre Sea Star,2012,2012-06-14,0,0,0,0,200,43.09,2012-06-04,0,0,0,0,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2013,2013-05-14,0,0,0,0,200,43.09,2013-05-24,30,0.15,0.125,0.0114,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2013,2013-05-14,0,0,0,0,200,43.09,2013-05-24,7,0.035,0.0537,0.0049,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2013,2013-05-14,0.01,0.007,0.0441,2,200,43.09,2013-05-24,2,0.01,0.0257,0.0023,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2013,2013-05-14,0,0,0,0,200,43.09,2013-05-24,0,0,0,0,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2013,2013-05-14,0.02,0.0096,0.0608,4,200,43.09,2013-05-24,12,0.06,0.0603,0.0055,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11011,Pisaster ochraceus,Ochre Sea Star,2013,2013-05-14,0,0,0,0,200,43.09,2013-05-24,0,0,0,0,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2014,2014-06-11,0.07,0.0197,0.1244,14,200,43.09,2014-06-01,138,0.69,0.3377,0.0308,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2014,2014-06-11,0.155,0.0414,0.2621,31,200,43.09,2014-06-01,252,1.26,0.6332,0.0578,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016,Sargassum horneri,Devil Weed (Adult),2014,2014-06-11,0.39,0.1779,1.125,78,200,43.09,2014-06-01,111,0.555,0.733,0.0669,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2016.5,Sargassum horneri,Devil Weed (Juvenile),2014,2014-06-11,0.835,0.36,2.2771,167,200,43.09,2014-06-01,196,0.98,1.371,0.1252,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-06-11,0,0,0,0,200,43.09,2014-06-01,1,0.005,0.0183,0.0017,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,11011,Pisaster ochraceus,Ochre Sea Star,2014,2014-06-11,0,0,0,0,200,43.09,2014-06-01,0,0,0,0,600
Inside,14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2015,2015-05-13,0.245,0.0433,0.2736,49,200,43.09,2015-06-02,91,0.455,0.2333,0.0213,600
